seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R,tinyml_estimate_mm,tinyml_R,tinyml_infer_us
0,7,533,3.602,0,0.000,0.000,0.000,533.000,1.000,0.000,3,533.000,0.000,0.000,0.000,0.000000,0.000,533.000,0.000,0.000,0.000,0.000000,0.000,24.000,533.000,24.000,0
1,27,520,3.516,0,498.207,0.000,0.000,21.793,1.000,0.000,3,526.367,-13.000,0.000,0.000,0.510204,49.000,526.367,-13.000,0.000,0.000,0.510204,49.000,24.000,521.681,3.714,35
2,45,533,3.539,0,498.207,0.000,0.000,34.793,1.000,0.000,3,528.726,6.633,0.000,0.000,0.355616,37.245,528.726,6.633,0.000,0.000,0.355616,37.245,24.000,527.850,3.534,35
3,65,529,3.695,0,502.495,0.000,0.000,26.505,1.000,0.000,3,528.804,0.274,0.000,0.000,0.284325,33.535,528.804,0.274,0.000,0.000,0.284325,33.535,24.000,528.357,3.714,35
5,105,525,3.570,0,502.495,0.000,0.000,22.505,1.000,0.000,3,528.756,-4.836,0.000,0.000,0.223310,30.900,528.756,-4.836,0.000,0.000,0.223310,30.900,24.000,528.416,4.093,35
6,125,526,3.594,0,488.432,0.000,0.000,37.568,1.000,0.000,3,528.178,-2.756,0.000,0.000,0.209471,30.359,528.178,-2.756,0.000,0.000,0.209471,30.359,24.000,527.348,3.196,35
7,145,531,3.695,0,488.432,0.000,0.000,42.568,1.000,0.000,3,528.745,2.822,0.000,0.000,0.200728,30.027,528.745,2.822,0.000,0.000,0.200728,30.027,24.000,529.060,2.735,35
9,185,528,3.609,0,502.495,0.000,0.000,25.505,1.000,0.000,3,528.485,-0.599,0.000,0.000,0.191442,29.682,528.485,-0.599,0.000,0.000,0.191442,29.682,24.000,528.398,3.714,35
10,207,540,3.570,0,502.495,0.000,0.000,37.505,1.000,0.000,3,531.183,10.851,0.000,0.000,0.187460,29.537,531.183,10.851,0.000,0.000,0.187460,29.537,24.000,534.015,3.534,35
11,227,529,3.516,0,492.376,0.000,0.000,36.624,1.000,0.000,3,530.776,-2.183,0.000,0.000,0.186414,29.499,530.776,-2.183,0.000,0.000,0.186414,29.499,24.000,532.465,5.427,35
12,247,532,3.695,0,492.376,0.000,0.000,39.624,1.000,0.000,3,531.004,1.224,0.000,0.000,0.185721,29.474,531.004,1.224,0.000,0.000,0.185721,29.474,24.000,532.235,2.735,35
13,265,527,3.656,0,488.260,0.000,0.000,38.740,1.000,0.000,3,530.262,-4.004,0.000,0.000,0.185262,29.457,530.262,-4.004,0.000,0.000,0.185262,29.457,24.000,530.015,3.196,35
14,285,533,3.484,0,488.260,0.000,0.000,44.740,1.000,0.000,3,530.768,2.738,0.000,0.000,0.184956,29.446,530.768,2.738,0.000,0.000,0.184956,29.446,24.000,531.319,3.037,35
15,305,536,3.617,0,488.260,0.000,0.000,47.740,1.000,0.000,3,531.735,5.232,0.000,0.000,0.184754,29.439,531.735,5.232,0.000,0.000,0.184754,29.439,24.000,533.015,4.093,35
16,325,534,3.570,0,498.207,0.000,0.000,35.793,1.000,0.000,3,532.153,2.265,0.000,0.000,0.184619,29.434,532.153,2.265,0.000,0.000,0.184619,29.434,24.000,533.422,3.534,35
17,345,542,3.648,0,498.207,0.000,0.000,43.793,1.000,0.000,3,533.970,9.847,0.000,0.000,0.184529,29.431,533.970,9.847,0.000,0.000,0.184529,29.431,24.000,536.839,3.714,35
18,365,536,3.578,0,492.205,0.000,0.000,43.795,1.000,0.000,3,534.345,2.030,0.000,0.000,0.184470,29.429,534.345,2.030,0.000,0.000,0.184470,29.429,24.000,536.522,4.093,35
19,385,533,3.531,0,492.205,0.000,0.000,40.795,1.000,0.000,3,534.097,-1.345,27.063,1.108,0.184430,29.427,534.087,-1.345,27.063,1.108,0.191843,28.290,22.863,534.961,3.196,35
20,407,528,3.594,0,492.205,0.000,0.000,35.795,1.000,0.000,3,532.507,-5.526,18.656,0.995,0.184386,29.426,531.929,-5.268,18.487,1.009,0.254205,19.505,14.546,533.589,16.607,35
21,427,536,3.570,0,492.205,0.000,0.000,43.795,1.000,0.000,3,533.151,3.493,18.916,1.156,0.184374,29.425,532.870,4.071,18.893,1.198,0.231082,20.329,15.632,534.045,15.938,35
24,485,535,3.586,0,492.205,0.000,0.000,42.795,1.000,0.000,3,531.551,4.228,23.936,0.892,0.184358,29.425,531.319,4.546,23.587,0.980,0.190241,24.548,19.878,531.960,15.938,35
25,505,532,3.586,0,492.205,0.000,0.000,39.795,1.000,0.000,3,531.634,0.449,23.745,0.773,0.184356,29.425,531.453,0.681,23.410,0.873,0.197806,24.173,19.392,531.969,16.607,35
26,525,529,3.625,0,492.205,0.000,0.000,36.795,1.000,0.000,3,531.148,-2.634,24.202,0.679,0.184354,29.425,530.968,-2.453,23.826,0.788,0.197811,24.447,19.611,531.336,16.607,35
27,545,523,3.625,0,492.205,0.000,0.000,30.795,1.000,0.000,3,529.646,-8.148,27.874,0.302,0.184353,29.425,529.560,-7.968,27.427,0.420,0.176764,27.603,22.724,529.488,15.938,35
28,565,530,3.508,0,488.260,0.000,0.000,41.740,1.000,0.000,3,529.711,0.354,27.332,0.143,0.184353,29.424,529.641,0.440,26.924,0.266,0.185840,26.995,21.978,529.550,33.030,35
29,585,527,3.695,0,488.260,0.000,0.000,38.740,1.000,0.000,3,529.212,-2.711,21.548,-0.535,0.184352,29.424,529.016,-2.641,21.290,-0.409,0.236960,21.457,16.372,529.166,28.142,35
30,605,536,3.500,0,488.260,0.000,0.000,47.740,1.000,0.000,3,530.463,6.788,23.892,-0.086,0.184352,29.424,530.456,6.984,23.655,0.050,0.206260,23.658,18.778,530.856,15.938,35
31,627,530,3.625,0,502.323,0.000,0.000,27.677,1.000,0.000,3,529.255,0.913,25.774,-0.275,0.184351,29.424,529.257,0.922,25.585,-0.138,0.194205,25.604,20.631,529.403,15.938,35
32,647,526,3.531,0,502.323,0.000,0.000,23.677,1.000,0.000,3,528.655,-3.255,25.675,-0.574,0.184351,29.424,528.624,-3.257,25.567,-0.438,0.194366,25.759,20.752,528.621,15.938,35
33,667,524,3.586,0,488.260,0.000,0.000,35.740,1.000,0.000,3,527.797,-4.655,24.578,-1.069,0.184351,29.424,527.710,-4.624,24.594,-0.931,0.197707,25.460,20.426,527.575,15.938,35
34,685,536,3.617,0,488.260,0.000,0.000,47.740,1.000,0.000,3,529.309,8.203,28.232,-0.772,0.184351,29.424,529.168,8.290,28.243,-0.629,0.175924,28.640,23.601,529.465,15.938,35
35,705,527,3.516,0,488.260,0.000,0.000,38.740,1.000,0.000,3,528.884,-2.309,22.343,-1.379,0.184351,29.424,528.703,-2.168,22.513,-1.230,0.214431,24.027,18.874,529.120,28.142,35
36,725,524,3.492,0,488.432,0.000,0.000,35.568,1.000,0.000,3,527.983,-4.884,22.256,-1.725,0.184351,29.424,527.751,-4.703,22.472,-1.567,0.202486,24.927,19.879,528.020,18.026,35
37,745,532,3.680,0,488.432,0.000,0.000,43.568,1.000,0.000,3,528.724,4.017,23.826,-1.457,0.184351,29.424,528.581,4.249,24.082,-1.287,0.195240,25.739,20.714,528.814,19.560,35
38,765,527,3.469,0,488.432,0.000,0.000,38.568,1.000,0.000,3,528.406,-1.724,23.690,-1.388,0.184351,29.424,528.266,-1.581,23.919,-1.212,0.198686,25.387,20.343,528.426,18.026,35
39,785,531,3.523,0,488.432,0.000,0.000,42.568,1.000,0.000,3,528.884,2.594,23.463,-0.982,0.184351,29.424,528.832,2.734,23.714,-0.812,0.206863,24.373,19.331,528.972,18.026,35
40,805,530,3.578,0,488.432,0.000,0.000,41.568,1.000,0.000,3,529.090,1.116,22.667,-1.101,0.184351,29.424,529.079,1.168,22.697,-0.957,0.211704,23.613,18.614,529.189,18.026,35
43,867,516,3.602,0,488.089,0.000,0.000,27.911,1.000,0.000,3,526.253,-12.571,24.082,-1.459,0.184351,29.424,526.395,-12.529,24.392,-1.351,0.170333,26.217,21.751,526.158,18.778,35
44,885,527,3.508,0,488.089,0.000,0.000,38.911,1.000,0.000,3,526.391,0.747,24.227,-1.290,0.184351,29.424,526.505,0.605,24.499,-1.198,0.181420,25.934,21.229,526.330,18.026,35
45,905,519,3.633,0,488.089,0.000,0.000,30.911,1.000,0.000,3,525.028,-7.391,23.735,-1.252,0.184351,29.424,525.081,-7.505,24.196,-1.175,0.189688,25.575,20.724,524.816,18.026,35
46,925,530,3.562,0,488.260,0.000,0.000,41.740,1.000,0.000,3,525.945,4.972,25.490,-1.022,0.184351,29.424,525.987,4.919,25.872,-0.951,0.184165,26.776,21.844,525.892,18.026,35
47,945,524,3.617,0,488.260,0.000,0.000,35.740,1.000,0.000,3,525.586,-1.945,25.388,-0.983,0.184351,29.424,525.612,-1.987,25.781,-0.918,0.188663,26.624,21.601,525.498,18.026,35
48,965,532,3.602,0,488.603,0.000,0.000,43.397,1.000,0.000,3,526.769,6.414,25.104,-1.002,0.184351,29.424,526.848,6.388,25.327,-0.948,0.193529,26.225,21.150,527.089,14.674,35
49,985,534,3.672,0,488.603,0.000,0.000,45.397,1.000,0.000,3,528.102,7.231,25.866,-0.267,0.184351,29.424,528.249,7.152,25.955,-0.217,0.195868,26.003,20.910,528.492,18.026,35
50,1005,535,3.641,0,488.603,0.000,0.000,46.397,1.000,0.000,3,529.373,6.898,28.274,0.032,0.184351,29.424,529.467,6.751,28.233,0.074,0.180444,28.239,23.143,529.786,18.778,35
51,1025,540,3.633,0,488.089,0.000,0.000,51.911,1.000,0.000,3,531.332,10.627,32.864,0.726,0.184351,29.424,531.107,10.533,32.673,0.763,0.155646,33.255,28.079,531.256,28.142,35
52,1047,525,3.547,0,488.089,0.054,3.598,36.911,1.000,0.000,3,527.816,-3.452,41.141,-0.390,0.184351,29.424,528.609,-4.192,40.891,-0.385,0.139108,41.039,35.330,528.625,40.308,35
53,1067,529,3.734,0,488.260,0.162,5.397,40.740,1.000,0.000,3,527.946,1.292,41.066,-0.210,0.184351,29.424,528.573,0.499,40.753,-0.251,0.144910,40.817,34.902,528.596,29.294,35
54,1087,534,3.438,0,488.260,0.351,9.445,45.740,1.000,0.000,3,528.908,6.243,41.747,0.346,0.184351,29.424,529.208,5.616,41.217,0.265,0.146719,41.287,35.230,529.242,33.030,35
55,1105,532,3.656,0,488.260,0.594,12.593,43.740,1.000,0.000,3,529.324,3.281,41.502,0.309,0.184351,29.424,529.470,2.981,40.788,0.201,0.151091,40.829,34.660,529.517,31.736,35
56,1125,528,3.555,0,492.205,0.944,14.842,35.795,1.000,0.000,3,528.838,-1.027,41.384,0.344,0.184351,29.424,528.993,-1.173,40.724,0.222,0.152965,40.773,34.536,529.033,33.030,35
57,1145,532,3.578,0,492.205,1.376,21.588,39.795,1.000,0.000,3,529.069,3.594,41.656,0.394,0.184351,29.424,529.089,3.438,40.924,0.257,0.153275,40.990,34.707,529.147,31.736,35
