col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
66992,1339845,524,3.656,0,486.202,0.000,0.000,37.798,1.000,0.000,4,526.534,-3.107,22.245,0.330,0.184351,29.424,526.451,-3.160,22.131,0.477,0.224239,22.358,17.345,526.558,14.078,35
66993,1339865,518,3.617,0,486.031,0.000,0.000,31.969,1.000,0.000,4,524.961,-8.534,25.908,-0.030,0.184351,29.424,524.856,-8.451,25.897,0.089,0.188742,25.905,21.015,524.714,15.938,35
66994,1339885,522,3.602,0,486.031,0.000,0.000,35.969,1.000,0.000,4,524.415,-2.961,18.634,-0.775,0.184351,29.424,524.089,-2.856,18.042,-0.678,0.268432,18.502,13.535,524.085,14.674,35
66995,1339905,520,3.586,0,486.031,0.000,0.000,33.969,1.000,0.000,4,523.601,-4.415,18.283,-0.732,0.184351,29.424,523.049,-4.089,17.791,-0.645,0.254484,18.207,13.573,523.200,15.938,35
66996,1339925,527,3.695,0,486.374,0.000,0.000,40.626,1.000,0.000,4,524.228,3.399,13.013,0.003,0.184351,29.424,524.386,3.951,13.155,0.092,0.338382,13.163,8.709,524.085,14.674,35
66997,1339945,521,3.656,0,486.374,0.000,0.000,34.626,1.000,0.000,4,523.633,-3.228,12.697,-0.348,0.184351,29.424,523.352,-3.386,12.847,-0.279,0.305392,12.924,8.977,522.903,7.110,35
66998,1339965,530,3.695,0,486.202,0.000,0.000,43.798,1.000,0.000,4,524.806,6.367,14.610,-0.133,0.184351,29.424,525.024,6.648,14.874,-0.060,0.251494,14.878,11.136,525.342,7.110,35
66999,1339987,524,3.539,0,486.202,0.000,0.000,37.798,1.000,0.000,4,524.536,-0.658,12.199,-0.093,0.184351,29.424,524.522,-0.750,12.473,-0.043,0.303278,12.475,8.692,524.676,8.110,35
67000,1340007,522,3.578,0,486.202,0.000,0.000,35.798,1.000,0.000,4,524.069,-2.536,12.460,-0.176,0.184351,29.424,523.804,-2.522,12.745,-0.130,0.284907,12.762,9.126,523.880,8.110,35
67001,1340027,522,3.617,0,486.031,0.000,0.000,35.969,1.000,0.000,4,523.687,-2.069,11.014,-0.543,0.184351,29.424,523.238,-1.804,11.248,-0.488,0.313430,11.486,7.886,523.252,6.802,35
67002,1340045,525,3.664,0,486.031,0.000,0.000,38.969,1.000,0.000,4,523.929,1.313,11.098,-0.393,0.184351,29.424,523.770,1.762,11.405,-0.318,0.301724,11.506,8.034,523.770,7.764,35
67004,1340085,521,3.609,0,486.202,0.000,0.000,34.798,1.000,0.000,4,523.701,-3.311,11.697,-0.430,0.184351,29.424,523.465,-3.424,12.081,-0.359,0.280044,12.210,8.791,523.343,7.110,35
67005,1340105,518,3.641,0,486.202,0.000,0.000,31.798,1.000,0.000,4,522.650,-5.701,12.006,-0.901,0.184351,29.424,522.010,-5.465,12.326,-0.820,0.266314,12.999,9.537,521.663,7.110,35
67006,1340125,527,3.703,0,486.031,0.000,0.000,40.969,1.000,0.000,4,523.452,4.350,13.171,-0.735,0.184351,29.424,523.255,4.990,13.807,-0.621,0.249414,14.193,10.653,523.332,7.110,35
67007,1340145,525,3.664,0,486.031,0.000,0.000,38.969,1.000,0.000,4,523.737,1.548,12.372,-0.849,0.184351,29.424,523.723,1.745,13.095,-0.724,0.268503,13.620,9.963,523.821,7.764,35
67008,1340165,529,3.695,0,486.031,0.000,0.000,42.969,1.000,0.000,4,524.707,5.263,14.146,-0.543,0.184351,29.424,525.019,5.277,14.797,-0.414,0.245522,14.968,11.293,525.359,7.764,35
67009,1340185,523,3.758,0,486.031,0.000,0.000,36.969,1.000,0.000,4,524.393,-1.707,13.772,-0.743,0.184351,29.424,524.508,-2.019,14.525,-0.627,0.252891,14.918,11.146,524.654,7.764,35
67010,1340207,525,3.766,0,486.031,0.000,0.000,38.969,1.000,0.000,4,525.648,-0.795,16.708,-0.240,0.184351,29.424,525.863,-1.122,17.267,-0.141,0.231153,17.287,13.291,526.575,18.778,35
67011,1340227,523,3.625,0,486.202,0.000,0.000,36.798,1.000,0.000,4,525.160,-2.648,13.472,0.054,0.184351,29.424,525.038,-2.863,14.106,0.139,0.288288,14.125,10.053,525.811,14.078,35
67012,1340247,518,3.750,0,486.202,0.000,0.000,31.798,1.000,0.000,4,523.840,-7.160,15.575,-0.156,0.184351,29.424,523.344,-7.038,16.189,-0.071,0.240721,16.194,12.296,522.996,7.110,35
67013,1340265,530,3.773,0,486.031,0.000,0.000,43.969,1.000,0.000,4,524.976,6.160,16.383,0.373,0.184351,29.424,524.843,6.656,17.355,0.467,0.225333,17.573,13.613,524.364,14.674,35
67014,1340285,531,3.672,0,486.031,0.000,0.000,44.969,1.000,0.000,4,526.086,6.024,17.505,0.504,0.184351,29.424,526.183,6.157,18.355,0.577,0.217658,18.688,14.620,525.497,18.778,35
67015,1340305,515,3.602,0,486.031,0.000,0.000,28.969,1.000,0.000,4,524.043,-11.086,23.371,0.111,0.184351,29.424,524.264,-11.183,24.333,0.187,0.171626,24.368,20.186,523.576,18.778,35
67016,1340325,522,3.703,0,486.031,0.000,0.000,35.969,1.000,0.000,4,523.666,-2.043,21.469,-0.309,0.184351,29.424,523.813,-2.264,22.348,-0.258,0.199176,22.415,17.950,523.233,15.938,35
67017,1340345,518,3.789,0,486.031,0.000,0.000,31.969,1.000,0.000,4,522.622,-5.666,22.833,-0.552,0.184351,29.424,522.707,-5.813,23.804,-0.498,0.190224,24.052,19.477,522.086,15.938,35
67018,1340365,535,3.547,0,486.202,0.000,0.000,48.798,1.000,0.000,4,524.904,12.378,30.768,0.100,0.184351,29.424,524.539,12.293,31.555,0.154,0.148988,31.579,26.874,524.925,15.938,35
67019,1340385,525,3.688,0,486.202,0.000,0.000,38.798,1.000,0.000,4,524.921,0.096,30.403,0.231,0.184351,29.424,524.613,0.461,31.180,0.303,0.160015,31.272,26.268,524.936,25.969,35
67020,1340407,518,3.695,0,486.202,0.000,0.000,31.798,1.000,0.000,4,523.507,-6.751,32.465,-0.115,0.184351,29.424,523.461,-6.510,33.089,-0.051,0.161172,33.092,27.758,523.752,28.142,35
67024,1340485,524,3.703,0,486.202,0.000,0.000,37.798,1.000,0.000,4,524.754,-0.924,39.859,0.353,0.184351,29.424,524.510,-0.600,39.891,0.394,0.149215,40.046,34.071,524.701,31.736,35
67025,1340505,526,3.695,0,486.202,0.000,0.000,39.798,1.000,0.000,4,524.984,1.246,39.827,0.338,0.184351,29.424,524.737,1.490,39.859,0.381,0.152078,40.005,33.921,524.886,35.773,35
67026,1340525,526,3.688,0,486.374,0.000,0.000,39.626,1.000,0.000,4,525.171,1.016,38.593,0.126,0.184351,29.424,524.938,1.263,38.660,0.181,0.159169,38.692,32.534,525.065,31.736,35
67027,1340545,522,3.625,0,486.374,0.000,0.000,35.626,1.000,0.000,4,524.586,-3.171,38.963,0.053,0.184351,29.424,524.471,-2.938,38.902,0.135,0.158745,38.920,32.742,524.570,31.736,35
67028,1340565,529,3.711,0,486.202,0.000,0.000,42.798,1.000,0.000,4,525.400,4.414,37.034,-0.107,0.184351,29.424,525.227,4.529,37.139,-0.014,0.166875,37.139,30.941,525.263,33.030,35
67029,1340585,526,3.859,0,486.202,0.000,0.000,39.798,1.000,0.000,4,525.511,0.600,37.031,-0.037,0.184351,29.424,525.355,0.773,37.099,0.081,0.166102,37.106,30.943,525.404,25.969,35
67030,1340607,529,3.742,0,486.202,0.000,0.000,42.798,1.000,0.000,4,525.927,3.768,34.622,0.566,0.184351,29.424,525.804,3.871,34.568,0.702,0.174411,35.061,28.946,525.807,28.142,35
67031,1340627,517,3.539,0,486.374,0.000,0.000,30.626,1.000,0.000,4,524.281,-8.927,36.994,-0.188,0.184351,29.424,524.354,-8.804,36.716,-0.071,0.164713,36.721,30.673,524.340,29.294,35
67032,1340647,520,3.609,0,486.374,0.000,0.000,33.626,1.000,0.000,4,523.492,-4.281,35.636,-0.704,0.184351,29.424,523.618,-4.354,35.418,-0.597,0.169179,35.774,29.722,523.590,28.142,35
67033,1340665,523,3.688,0,486.031,0.000,0.000,36.969,1.000,0.000,4,523.401,-0.492,29.967,-0.174,0.184351,29.424,523.492,-0.618,29.535,-0.068,0.204076,29.539,23.511,523.482,25.969,35
67034,1340685,536,3.773,0,486.031,0.000,0.000,49.969,1.000,0.000,4,525.724,12.599,37.414,0.558,0.184351,29.424,525.446,12.508,36.657,0.670,0.156256,37.106,31.308,525.545,29.294,35
67035,1340705,526,3.516,0,486.031,0.000,0.000,39.969,1.000,0.000,4,525.775,0.276,35.393,0.855,0.184351,29.424,525.538,0.554,34.454,0.989,0.166293,35.432,29.540,525.621,29.294,35
67036,1340725,522,3.617,0,486.202,0.000,0.000,35.798,1.000,0.000,4,525.079,-3.775,29.173,0.048,0.184351,29.424,524.804,-3.538,28.464,0.197,0.207431,28.502,22.590,525.017,29.294,35
67037,1340745,514,3.570,0,486.202,0.000,0.000,27.798,1.000,0.000,4,523.036,-11.079,35.051,-0.511,0.184351,29.424,523.015,-10.804,34.194,-0.366,0.165633,34.328,28.642,522.982,25.969,35
67038,1340765,518,3.633,0,486.202,0.000,0.000,31.798,1.000,0.000,4,522.108,-5.036,36.024,-0.717,0.184351,29.424,522.205,-5.015,35.223,-0.586,0.161502,35.567,29.823,522.238,33.030,35
67039,1340785,526,3.695,0,486.202,0.000,0.000,39.798,1.000,0.000,4,522.826,3.892,34.982,-0.185,0.184351,29.424,522.851,3.795,34.163,-0.071,0.170231,34.168,28.351,522.893,28.142,35
67042,1340847,517,3.594,0,486.202,0.000,0.000,30.798,1.000,0.000,4,522.819,-7.134,33.145,-0.525,0.184351,29.424,522.794,-7.012,32.567,-0.423,0.173594,32.746,27.061,522.939,28.142,35
67043,1340867,524,3.734,0,486.374,0.000,0.000,37.626,1.000,0.000,4,523.037,1.181,33.133,-0.528,0.184351,29.424,523.004,1.206,32.517,-0.437,0.174201,32.708,27.010,523.103,31.736,35
67044,1340885,532,3.750,0,486.374,0.000,0.000,45.626,1.000,0.000,4,524.689,8.963,37.360,-0.131,0.184351,29.424,524.404,8.996,36.671,-0.050,0.155565,36.674,30.969,524.649,28.142,35
67045,1340905,532,3.695,0,486.374,0.000,0.000,45.626,1.000,0.000,4,526.037,7.311,39.392,0.393,0.184351,29.424,525.533,7.596,38.900,0.477,0.148684,39.127,33.310,525.922,28.142,35
67046,1340925,530,3.664,0,490.490,0.000,0.000,39.510,1.000,0.000,4,526.768,3.963,39.221,0.371,0.184351,29.424,526.213,4.467,38.875,0.473,0.152243,39.100,33.147,526.537,33.030,35
67047,1340945,524,3.680,0,490.490,0.000,0.000,33.510,1.000,0.000,4,526.257,-2.768,39.682,0.203,0.184351,29.424,525.873,-2.213,39.210,0.324,0.153795,39.315,33.268,526.174,35.773,35
67048,1340965,532,3.609,0,486.374,0.000,0.000,45.626,1.000,0.000,4,527.316,5.743,40.939,0.565,0.184351,29.424,526.785,6.127,40.612,0.698,0.148820,41.100,34.983,527.085,33.030,35
67049,1340985,527,3.578,0,486.374,0.000,0.000,40.626,1.000,0.000,4,527.258,-0.316,40.423,0.361,0.184351,29.424,526.818,0.215,40.087,0.515,0.153798,40.353,34.147,527.072,33.030,35
67050,1341005,526,3.609,0,486.374,0.000,0.000,39.626,1.000,0.000,4,527.026,-1.258,36.094,0.744,0.184351,29.424,526.678,-0.818,35.674,0.915,0.171230,36.511,30.259,526.914,35.773,35
67051,1341027,525,3.750,0,486.202,0.000,0.000,38.798,1.000,0.000,4,526.648,-2.021,35.148,0.881,0.184351,29.424,526.437,-1.734,34.505,1.093,0.171069,35.699,29.592,526.617,31.736,35
67052,1341047,529,3.695,0,486.202,0.000,0.000,42.798,1.000,0.000,4,527.082,2.352,28.128,0.368,0.184351,29.424,526.988,2.563,27.850,0.596,0.214941,28.204,22.142,527.003,31.736,35
67053,1341067,529,3.695,0,486.202,0.000,0.000,42.798,1.000,0.000,4,527.436,1.918,28.241,0.450,0.184351,29.424,527.396,2.012,27.945,0.668,0.202852,28.391,22.632,527.385,25.969,35
67054,1341085,528,3.773,0,486.202,0.000,0.000,41.798,1.000,0.000,4,527.540,0.564,27.302,0.667,0.184351,29.424,527.518,0.604,27.017,0.876,0.201232,27.784,22.193,527.493,28.142,35
67055,1341105,517,3.680,0,486.202,0.000,0.000,30.798,1.000,0.000,4,525.597,-10.540,26.682,0.694,0.184351,29.424,525.426,-10.518,26.686,0.890,0.198917,27.478,22.012,525.728,29.294,35
67056,1341125,530,3.680,0,486.374,0.000,0.000,43.626,1.000,0.000,4,526.408,4.403,25.505,1.166,0.184351,29.424,526.328,4.574,25.392,1.369,0.197256,27.267,21.889,526.400,31.736,35
67057,1341145,520,3.672,0,486.374,0.000,0.000,33.626,1.000,0.000,4,525.227,-6.408,27.737,0.651,0.184351,29.424,525.149,-6.328,27.804,0.863,0.186263,28.549,23.232,524.703,16.607,35
67059,1341185,522,3.711,0,486.202,0.000,0.000,35.798,1.000,0.000,4,524.147,-2.632,24.214,-0.311,0.184351,29.424,523.996,-2.544,24.632,-0.091,0.215234,24.640,19.337,523.947,29.294,35
67060,1341205,521,3.688,0,486.202,0.000,0.000,34.798,1.000,0.000,4,523.567,-3.147,22.801,-0.154,0.184351,29.424,523.329,-2.996,23.165,0.069,0.222786,23.170,18.008,523.168,15.938,35
67061,1341227,523,3.766,0,490.490,0.000,0.000,32.510,1.000,0.000,4,523.979,-1.200,20.806,0.255,0.184351,29.424,523.920,-1.189,21.150,0.483,0.226216,21.384,16.546,523.858,16.607,35
67062,1341247,528,3.727,0,490.490,0.000,0.000,37.510,1.000,0.000,4,524.720,4.021,17.663,0.008,0.184351,29.424,524.985,4.080,18.114,0.237,0.261039,18.170,13.427,524.787,16.607,35
67063,1341267,531,3.703,0,486.202,0.000,0.000,44.798,1.000,0.000,4,525.878,6.280,16.961,-0.043,0.184351,29.424,526.570,6.015,17.069,0.158,0.263544,17.094,12.589,526.208,15.938,35
67064,1341285,523,3.719,0,486.202,0.000,0.000,36.798,1.000,0.000,4,525.347,-2.878,16.443,-0.385,0.184351,29.424,525.649,-3.570,16.674,-0.244,0.258027,16.733,12.416,525.436,14.674,35
67065,1341305,520,3.719,0,486.202,0.000,0.000,33.798,1.000,0.000,4,524.361,-5.347,17.374,-0.514,0.184351,29.424,524.336,-5.649,17.911,-0.416,0.232447,18.084,13.881,524.234,15.938,35
67066,1341325,537,3.648,0,486.202,0.000,0.000,50.798,1.000,0.000,4,526.691,12.639,23.947,-0.169,0.184351,29.424,526.545,12.664,24.218,-0.089,0.174461,24.226,19.999,527.057,15.938,35
67067,1341345,521,3.711,0,486.202,0.000,0.000,34.798,1.000,0.000,4,525.642,-5.691,25.399,-0.438,0.184351,29.424,525.579,-5.545,25.619,-0.377,0.174260,25.761,21.272,526.062,23.008,35
67068,1341365,521,3.750,0,486.374,0.000,0.000,34.626,1.000,0.000,4,524.786,-4.642,26.220,-0.607,0.184351,29.424,524.774,-4.579,26.457,-0.565,0.175786,26.776,22.069,524.894,15.938,35
67069,1341385,525,3.695,0,486.374,0.000,0.000,38.626,1.000,0.000,4,524.826,0.214,26.237,-0.595,0.184351,29.424,524.815,0.226,26.449,-0.570,0.182250,26.773,21.894,524.919,14.674,35
67070,1341405,533,3.641,0,486.374,0.000,0.000,46.626,1.000,0.000,4,526.333,8.174,29.721,-0.086,0.184351,29.424,526.178,8.185,29.967,-0.074,0.166491,29.973,24.982,526.713,15.938,35
67071,1341425,524,3.734,0,486.202,0.000,0.000,37.798,1.000,0.000,4,525.903,-2.333,29.621,-0.320,0.184351,29.424,525.802,-2.178,29.785,-0.311,0.172661,29.881,24.722,526.336,28.142,35
67072,1341447,530,3.648,0,486.202,0.000,0.000,43.798,1.000,0.000,4,526.372,4.448,30.594,-0.317,0.184351,29.424,526.266,4.516,30.749,-0.306,0.173083,30.843,25.505,526.630,25.969,35
67073,1341467,528,3.641,0,486.374,0.000,0.000,41.626,1.000,0.000,4,526.672,1.628,25.187,0.292,0.184351,29.424,526.634,1.734,25.368,0.307,0.212644,25.462,20.048,526.862,25.969,35
67074,1341487,530,3.812,0,486.374,0.000,0.000,43.626,1.000,0.000,4,527.286,3.328,24.800,0.238,0.184351,29.424,527.343,3.366,24.922,0.246,0.210671,24.982,19.719,527.731,14.078,35
67075,1341505,535,3.656,0,486.374,0.000,0.000,48.626,1.000,0.000,4,528.708,7.714,24.888,0.944,0.184351,29.424,528.866,7.657,25.017,0.946,0.198919,25.911,20.757,529.439,15.938,35
67078,1341565,516,3.578,0,486.202,0.000,0.000,29.798,1.000,0.000,4,526.362,-12.704,33.002,0.758,0.184351,29.424,526.876,-12.806,33.420,0.722,0.150705,33.942,28.826,526.447,18.778,35
67079,1341585,524,3.656,0,486.202,0.000,0.000,37.798,1.000,0.000,4,525.926,-2.362,33.047,0.468,0.184351,29.424,526.420,-2.876,33.526,0.395,0.158672,33.681,28.337,526.127,31.736,35
67080,1341605,518,3.688,0,486.202,0.000,0.000,31.798,1.000,0.000,4,524.465,-7.926,36.319,0.132,0.184351,29.424,525.174,-8.420,37.154,0.033,0.147928,37.155,31.659,524.912,29.294,35
67081,1341625,522,3.664,0,486.202,0.000,0.000,35.798,1.000,0.000,4,524.011,-2.465,35.794,-0.192,0.184351,29.424,524.684,-3.174,36.718,-0.330,0.154324,36.827,31.143,524.445,28.142,35
67082,1341647,522,3.617,0,486.202,0.000,0.000,35.798,1.000,0.000,4,523.187,-1.456,33.661,-0.586,0.184351,29.424,523.739,-2.085,34.729,-0.740,0.166167,35.277,29.415,523.518,25.969,35
67083,1341667,535,3.672,0,486.202,0.000,0.000,48.798,1.000,0.000,4,525.365,11.813,39.478,0.272,0.184351,29.424,525.395,11.261,40.011,0.105,0.147113,40.022,34.134,525.415,28.142,35
67084,1341687,531,3.562,0,486.202,0.000,0.000,44.798,1.000,0.000,4,526.404,5.635,33.147,-0.078,0.184351,29.424,526.401,5.605,33.512,-0.248,0.179354,33.574,27.552,526.177,35.773,35
67085,1341705,518,3.594,0,486.202,0.000,0.000,31.798,1.000,0.000,4,524.854,-8.404,35.019,-0.214,0.184351,29.424,524.997,-8.401,35.412,-0.390,0.167065,35.565,29.623,524.764,28.142,35
67086,1341725,520,3.789,0,486.031,0.000,0.000,33.969,1.000,0.000,4,523.960,-4.854,35.115,-0.224,0.184351,29.424,524.166,-4.997,35.596,-0.411,0.166336,35.765,29.816,524.021,31.736,35
67087,1341745,528,3.672,0,486.031,0.000,0.000,41.969,1.000,0.000,4,524.704,4.040,35.978,-0.033,0.184351,29.424,524.792,3.834,36.444,-0.231,0.163285,36.497,30.538,524.715,28.142,35
67088,1341765,534,3.711,0,486.031,0.000,0.000,47.969,1.000,0.000,4,526.418,9.296,36.958,0.023,0.184351,29.424,526.266,9.208,37.355,-0.180,0.160118,37.387,31.401,526.327,28.142,35
67089,1341785,519,3.656,0,486.031,0.000,0.000,32.969,1.000,0.000,4,525.051,-7.418,39.385,-0.231,0.184351,29.424,525.166,-7.266,39.601,-0.434,0.151491,39.790,33.762,525.181,31.736,35
67090,1341805,527,3.617,0,486.031,0.000,0.000,40.969,1.000,0.000,4,525.410,1.949,39.445,-0.038,0.184351,29.424,525.447,1.834,39.732,-0.252,0.153651,39.796,33.681,525.459,33.030,35
67091,1341825,518,3.664,0,486.202,0.000,0.000,31.798,1.000,0.000,4,524.044,-7.410,40.804,-0.631,0.184351,29.424,524.341,-7.447,40.826,-0.851,0.148622,41.549,35.374,524.304,33.030,35
67092,1341847,531,3.609,0,486.202,0.000,0.000,44.798,1.000,0.000,4,526.072,6.042,43.462,-0.329,0.184351,29.424,525.893,5.973,43.373,-0.574,0.144976,43.702,37.366,526.007,31.736,35
67093,1341867,525,3.664,0,486.202,0.000,0.000,38.798,1.000,0.000,4,525.874,-1.072,40.062,-0.769,0.184351,29.424,525.752,-0.893,39.808,-1.001,0.157244,40.811,34.393,525.843,31.736,35
67094,1341887,524,3.656,0,486.202,0.000,0.000,37.798,1.000,0.000,4,525.529,-1.874,39.231,-1.027,0.184351,29.424,525.475,-1.752,38.922,-1.246,0.158331,40.473,34.065,525.544,31.736,35
67096,1341925,520,3.711,0,485.859,0.000,0.000,34.141,1.000,0.000,4,523.528,-4.325,34.143,-0.769,0.184351,29.424,523.660,-4.488,33.810,-0.979,0.184629,34.769,28.350,523.866,38.737,35
67097,1341945,527,3.672,0,485.859,0.000,0.000,41.141,1.000,0.000,4,524.168,3.472,34.830,-0.477,0.184351,29.424,524.256,3.340,34.467,-0.668,0.178561,34.913,28.679,524.440,28.142,35
67098,1341965,528,3.742,0,486.031,0.000,0.000,41.969,1.000,0.000,4,524.874,3.832,32.638,0.111,0.184351,29.424,524.971,3.744,32.066,-0.060,0.190866,32.070,25.949,525.145,24.943,35
67099,1341985,527,3.617,0,486.031,0.000,0.000,40.969,1.000,0.000,4,525.266,2.126,32.457,0.341,0.184351,29.424,525.351,2.029,31.732,0.200,0.187358,31.772,25.819,525.490,25.969,35
67100,1342005,534,3.727,0,486.031,0.000,0.000,47.969,1.000,0.000,4,526.876,8.734,35.073,0.928,0.184351,29.424,526.800,8.649,34.166,0.817,0.167581,34.833,28.996,526.951,28.142,35
67101,1342025,520,3.703,0,486.031,0.000,0.000,33.969,1.000,0.000,4,525.609,-6.876,37.761,0.657,0.184351,29.424,525.721,-6.800,36.591,0.581,0.158664,36.928,31.069,525.758,28.142,35
67102,1342045,531,3.625,0,486.031,0.000,0.000,44.969,1.000,0.000,4,526.603,5.391,32.555,0.336,0.184351,29.424,526.700,5.279,31.901,0.282,0.185411,31.980,26.051,526.571,31.736,35
67103,1342067,530,3.695,0,486.202,0.000,0.000,43.798,1.000,0.000,4,528.040,2.402,28.548,0.864,0.184351,29.424,528.141,2.329,27.912,0.803,0.201762,28.557,22.795,527.975,25.969,35
67104,1342087,532,3.648,0,486.202,0.000,0.000,45.798,1.000,0.000,4,528.770,3.960,27.198,1.305,0.184351,29.424,528.911,3.859,26.501,1.246,0.199595,28.053,22.454,528.711,25.969,35
67105,1342107,524,3.711,0,486.202,0.000,0.000,37.798,1.000,0.000,4,527.891,-4.770,28.475,0.864,0.184351,29.424,527.967,-4.911,27.870,0.809,0.192177,28.524,23.042,527.500,16.607,35
67106,1342125,529,3.703,0,486.031,0.000,0.000,42.969,1.000,0.000,4,528.095,1.109,24.756,0.455,0.184351,29.424,528.198,1.033,24.178,0.400,0.223035,24.338,18.910,527.729,29.294,35
67107,1342145,524,3.719,0,486.031,0.000,0.000,37.969,1.000,0.000,4,527.340,-4.095,22.664,0.621,0.184351,29.424,527.228,-4.198,22.273,0.553,0.231078,22.579,17.362,526.805,16.607,35
67108,1342165,519,3.727,0,486.031,0.000,0.000,32.969,1.000,0.000,4,525.803,-8.340,26.327,0.107,0.184351,29.424,525.629,-8.228,25.793,0.050,0.194292,25.796,20.784,524.968,16.607,35
67109,1342185,534,3.695,0,486.031,0.000,0.000,47.969,1.000,0.000,4,527.314,8.197,26.166,0.887,0.184351,29.424,527.219,8.371,25.819,0.841,0.189931,26.526,21.488,527.232,14.674,35
67110,1342205,535,3.742,0,486.031,0.000,0.000,48.969,1.000,0.000,4,528.731,7.686,27.631,1.023,0.184351,29.424,528.608,7.781,27.473,0.997,0.178491,28.468,23.386,528.781,18.778,35
67111,1342225,526,3.594,0,486.374,0.000,0.000,39.626,1.000,0.000,4,528.227,-2.731,26.883,0.585,0.184351,29.424,528.109,-2.608,26.701,0.568,0.191472,27.024,21.849,528.380,28.142,35
67112,1342245,509,3.703,0,486.374,0.000,0.000,22.626,1.000,0.000,4,524.683,-19.227,45.548,-0.323,0.184351,29.424,525.919,-19.109,45.123,-0.343,0.114577,45.241,40.057,525.805,33.030,35
67115,1342307,518,3.750,0,486.202,0.000,0.000,31.798,1.000,0.000,4,522.714,-5.779,47.016,-0.394,0.184351,29.424,523.969,-6.878,47.778,-0.667,0.132160,48.223,41.850,523.687,33.030,35
67116,1342325,530,3.742,0,486.031,0.000,0.000,43.969,1.000,0.000,4,524.057,7.286,49.043,-0.222,0.184351,29.424,524.767,6.031,49.035,-0.553,0.132362,49.341,42.810,524.673,33.030,35
67117,1342345,517,3.695,0,486.031,0.000,0.000,30.969,1.000,0.000,4,522.756,-7.057,50.892,-0.681,0.184351,29.424,523.774,-7.767,51.064,-1.043,0.127828,52.152,45.485,523.656,40.308,35
67118,1342365,523,3.641,0,486.374,0.000,0.000,36.626,1.000,0.000,4,522.801,0.244,46.323,-1.105,0.184351,29.424,523.665,-0.774,46.149,-1.514,0.140671,48.442,41.627,523.575,45.401,35
67119,1342385,520,3.727,0,486.374,0.000,0.000,33.626,1.000,0.000,4,522.284,-2.801,44.760,-0.902,0.184351,29.424,523.129,-3.665,44.959,-1.357,0.146487,46.801,39.945,522.962,31.736,35
67120,1342405,530,3.688,0,486.374,0.000,0.000,43.626,1.000,0.000,4,523.707,7.716,46.479,-0.785,0.184351,29.424,524.114,6.871,46.136,-1.278,0.143430,47.769,40.917,524.036,35.773,35
67121,1342425,529,3.656,0,486.202,0.000,0.000,42.798,1.000,0.000,4,524.683,5.293,46.415,-0.791,0.184351,29.424,524.820,4.886,45.872,-1.298,0.144430,47.558,40.689,524.875,31.736,35
67122,1342445,522,3.766,0,486.202,0.000,0.000,35.798,1.000,0.000,4,524.188,-2.683,46.020,-1.045,0.184351,29.424,524.413,-2.820,45.264,-1.556,0.144213,47.684,40.808,524.395,31.736,35
67123,1342467,523,3.734,0,486.374,0.000,0.000,36.626,1.000,0.000,4,523.490,-0.600,44.291,-1.194,0.184351,29.424,523.782,-0.919,43.401,-1.720,0.148571,46.358,39.471,523.732,38.737,35
67124,1342487,522,3.719,0,486.374,0.000,0.000,35.626,1.000,0.000,4,523.215,-1.490,44.013,-1.324,0.184351,29.424,523.519,-1.782,43.002,-1.861,0.147732,46.464,39.600,523.451,33.030,35
67125,1342507,521,3.680,0,486.374,0.000,0.000,34.626,1.000,0.000,4,522.807,-2.215,43.660,-1.230,0.184351,29.424,523.143,-2.519,42.744,-1.777,0.149241,45.900,39.050,523.054,33.030,35
67126,1342525,518,3.703,0,486.374,0.000,0.000,31.626,1.000,0.000,4,521.921,-4.807,41.740,-1.053,0.184351,29.424,522.342,-5.143,41.206,-1.622,0.155752,43.838,37.010,522.343,38.737,35
67127,1342545,526,3.641,0,486.374,0.000,0.000,39.626,1.000,0.000,4,522.673,4.079,38.737,-1.259,0.184351,29.424,522.945,3.658,37.551,-1.858,0.164972,41.003,34.239,522.902,35.773,35
67128,1342565,530,3.586,0,486.031,0.000,0.000,43.969,1.000,0.000,4,524.023,7.327,38.422,-1.277,0.184351,29.424,524.104,7.055,36.876,-1.894,0.164303,40.464,33.816,524.064,33.030,35
67129,1342585,520,3.609,0,486.031,0.000,0.000,33.969,1.000,0.000,4,523.282,-4.023,38.690,-1.341,0.184351,29.424,523.448,-4.104,37.089,-1.969,0.160034,40.967,34.411,523.334,29.294,35
67130,1342605,518,3.625,0,486.031,0.000,0.000,31.969,1.000,0.000,4,522.308,-5.282,22.984,-0.644,0.184351,29.424,521.982,-5.448,22.540,-1.286,0.268950,24.194,17.687,522.456,31.736,35
67131,1342625,535,3.695,0,486.202,0.000,0.000,48.798,1.000,0.000,4,524.648,12.692,28.362,0.375,0.184351,29.424,524.595,13.018,28.653,-0.189,0.200665,28.689,22.932,525.676,18.026,35
67132,1342645,530,3.703,0,486.202,0.000,0.000,43.798,1.000,0.000,4,525.635,5.352,29.030,0.456,0.184351,29.424,525.606,5.405,29.929,-0.024,0.187159,29.930,24.328,526.446,25.969,35
