col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
1843,36865,519,3.828,0,486.374,0.000,0.000,32.626,1.000,0.000,4,522.863,-4.737,27.913,-0.724,0.184351,29.424,522.789,-4.586,28.011,-0.638,0.173850,28.417,23.477,523.134,25.969,35
1844,36885,521,3.742,0,486.374,0.000,0.000,34.626,1.000,0.000,4,522.520,-1.863,27.235,-0.590,0.184351,29.424,522.459,-1.789,27.284,-0.498,0.184560,27.533,22.451,522.784,25.969,35
1845,36905,524,3.758,0,486.374,0.000,0.000,37.626,1.000,0.000,4,522.793,1.480,27.406,-0.531,0.184351,29.424,522.745,1.541,27.452,-0.440,0.186060,27.645,22.501,522.996,24.943,35
1846,36927,528,3.711,0,486.546,0.000,0.000,41.454,1.000,0.000,4,522.581,6.644,29.657,-0.017,0.184351,29.424,522.539,6.639,29.634,0.072,0.177447,29.639,24.380,522.627,29.294,35
1847,36947,524,3.719,0,486.546,0.000,0.000,37.454,1.000,0.000,4,522.843,1.419,29.730,0.086,0.184351,29.424,522.801,1.461,29.708,0.167,0.179113,29.736,24.410,522.854,28.142,35
1848,36967,512,3.734,0,486.374,0.000,0.000,25.626,1.000,0.000,4,520.844,-10.843,34.152,-0.680,0.184351,29.424,521.118,-10.801,34.121,-0.606,0.155769,34.488,29.116,521.037,28.142,35
1849,36985,523,3.734,0,486.374,0.000,0.000,36.626,1.000,0.000,4,521.241,2.156,32.104,-0.204,0.184351,29.424,521.444,1.882,31.987,-0.147,0.172935,32.008,26.473,521.327,33.030,35
1850,37005,519,3.852,0,486.374,0.000,0.000,32.626,1.000,0.000,4,520.828,-2.241,32.296,-0.317,0.184351,29.424,521.022,-2.444,32.233,-0.272,0.172661,32.307,26.729,520.898,25.969,35
1851,37025,522,3.773,0,486.202,0.000,0.000,35.798,1.000,0.000,4,521.044,1.172,32.399,-0.258,0.184351,29.424,521.192,0.978,32.304,-0.226,0.173546,32.354,26.739,521.099,25.969,35
1852,37045,523,3.773,0,486.202,0.000,0.000,36.798,1.000,0.000,4,521.405,1.956,27.545,0.339,0.184351,29.424,521.562,1.808,27.419,0.363,0.204728,27.551,21.911,521.442,25.969,35
1853,37065,514,3.664,0,486.374,0.000,0.000,27.626,1.000,0.000,4,520.040,-7.405,30.216,-0.123,0.184351,29.424,520.188,-7.562,30.179,-0.119,0.181687,30.193,24.708,520.190,28.142,35
1854,37085,519,3.875,0,486.374,0.000,0.000,32.626,1.000,0.000,4,519.848,-1.040,29.972,-0.050,0.184351,29.424,519.970,-1.188,29.982,-0.060,0.183055,29.986,24.497,519.988,28.142,35
1855,37105,525,3.844,0,486.374,0.000,0.000,38.626,1.000,0.000,4,520.798,5.152,29.222,0.509,0.184351,29.424,520.904,5.030,29.312,0.483,0.185623,29.545,24.061,520.840,28.142,35
1856,37127,517,3.672,0,486.374,0.000,0.000,30.626,1.000,0.000,4,521.030,-4.941,31.920,0.342,0.184351,29.424,521.127,-4.984,31.882,0.295,0.171963,31.969,26.472,521.151,29.294,35
1857,37147,526,3.852,0,486.374,0.000,0.000,39.626,1.000,0.000,4,521.946,4.970,31.955,0.779,0.184351,29.424,521.962,4.873,31.885,0.731,0.171264,32.419,26.866,522.035,25.969,35
1858,37167,520,3.680,0,486.202,0.000,0.000,33.798,1.000,0.000,4,521.588,-1.946,29.528,0.286,0.184351,29.424,521.588,-1.962,29.334,0.231,0.190598,29.388,23.787,521.667,25.969,35
1859,37185,518,3.828,0,486.202,0.000,0.000,31.798,1.000,0.000,4,520.926,-3.588,26.570,-0.317,0.184351,29.424,520.838,-3.588,26.334,-0.370,0.209043,26.471,20.938,521.049,28.142,35
1861,37225,516,3.664,0,486.202,0.000,0.000,29.798,1.000,0.000,4,520.781,-5.862,24.270,-0.565,0.184351,29.424,520.742,-6.004,24.165,-0.630,0.210197,24.561,19.398,521.060,18.778,35
1862,37245,527,3.750,0,486.202,0.000,0.000,40.798,1.000,0.000,4,521.927,6.219,26.323,-0.161,0.184351,29.424,521.947,6.258,26.308,-0.227,0.192625,26.359,21.282,522.576,14.674,35
1863,37265,525,3.656,0,486.374,0.000,0.000,38.626,1.000,0.000,4,522.494,3.073,26.705,-0.081,0.184351,29.424,522.530,3.053,26.684,-0.152,0.190943,26.707,21.607,523.132,15.938,35
1864,37285,525,3.773,0,486.374,0.000,0.000,38.626,1.000,0.000,4,522.956,2.506,23.801,0.434,0.184351,29.424,523.057,2.470,23.883,0.359,0.213465,24.012,18.886,523.416,25.969,35
1865,37305,533,3.836,0,486.374,0.000,0.000,46.626,1.000,0.000,4,524.807,10.044,26.462,0.604,0.184351,29.424,524.927,9.943,26.476,0.524,0.188089,26.751,21.719,525.686,15.938,35
1866,37325,529,3.773,0,486.374,0.000,0.000,42.626,1.000,0.000,4,525.580,4.193,27.053,0.743,0.184351,29.424,525.681,4.073,27.045,0.655,0.185094,27.474,22.388,526.380,18.026,35
1867,37347,539,3.766,0,486.374,0.000,0.000,52.626,1.000,0.000,4,528.268,13.158,26.619,1.906,0.184351,29.424,528.128,13.007,26.708,1.817,0.164154,30.009,25.083,529.124,18.778,35
1868,37367,523,3.727,0,486.374,0.000,0.000,36.626,1.000,0.000,4,527.297,-5.268,28.309,1.754,0.184351,29.424,527.283,-5.128,28.195,1.683,0.164943,31.026,25.908,528.173,27.035,35
1869,37387,518,3.695,0,486.374,0.000,0.000,31.626,1.000,0.000,4,525.583,-9.297,34.125,1.231,0.184351,29.424,525.895,-9.283,33.918,1.170,0.149446,35.286,30.013,526.882,35.773,35
1870,37405,524,3.727,0,486.374,0.000,0.000,37.626,1.000,0.000,4,525.291,-1.583,34.463,1.054,0.184351,29.424,525.601,-1.895,34.333,0.984,0.155381,35.302,29.817,526.509,37.226,35
1871,37425,523,3.680,0,486.374,0.000,0.000,36.626,1.000,0.000,4,524.869,-2.291,31.380,1.310,0.184351,29.424,525.154,-2.601,31.263,1.232,0.171834,32.782,27.149,525.927,29.294,35
1872,37445,518,3.750,0,486.374,0.000,0.000,31.626,1.000,0.000,4,523.602,-6.869,34.363,1.018,0.184351,29.424,524.005,-7.154,34.397,0.934,0.160620,35.270,29.605,524.812,35.773,35
1873,37465,519,3.766,0,486.374,0.000,0.000,32.626,1.000,0.000,4,522.754,-4.602,34.850,0.531,0.184351,29.424,523.188,-5.005,35.071,0.432,0.163231,35.258,29.502,523.915,33.030,35
1874,37485,523,3.695,0,486.374,0.000,0.000,36.626,1.000,0.000,4,522.799,0.246,33.157,0.233,0.184351,29.424,523.155,-0.188,33.387,0.118,0.174117,33.401,27.586,523.757,29.294,35
1875,37505,516,3.695,0,486.374,0.000,0.000,29.626,1.000,0.000,4,521.546,-6.799,34.283,0.140,0.184351,29.424,521.959,-7.155,34.719,0.010,0.167145,34.719,28.916,522.385,28.142,35
1876,37525,528,3.797,0,486.202,0.000,0.000,41.798,1.000,0.000,4,522.736,6.454,35.104,0.214,0.184351,29.424,522.956,6.041,35.352,0.068,0.164982,35.356,29.523,523.336,29.294,35
1877,37547,520,3.836,0,486.202,0.000,0.000,33.798,1.000,0.000,4,522.421,-2.969,34.673,0.406,0.184351,29.424,522.604,-3.130,35.006,0.241,0.168037,35.065,29.172,522.824,25.969,35
1878,37567,523,3.930,0,486.374,0.000,0.000,36.626,1.000,0.000,4,522.528,0.579,33.535,0.181,0.184351,29.424,522.673,0.396,33.740,0.003,0.174927,33.740,27.838,522.856,25.969,35
1879,37587,517,3.688,0,486.374,0.000,0.000,30.626,1.000,0.000,4,521.509,-5.528,33.338,0.198,0.184351,29.424,521.681,-5.673,33.547,0.020,0.174966,33.547,27.678,521.866,28.142,35
1880,37605,514,3.852,0,486.374,0.000,0.000,27.626,1.000,0.000,4,520.125,-7.509,34.024,-0.489,0.184351,29.424,520.381,-7.681,34.080,-0.677,0.169163,34.538,28.696,520.439,25.969,35
1881,37625,523,3.812,0,486.374,0.000,0.000,36.626,1.000,0.000,4,520.655,2.875,33.955,-0.499,0.184351,29.424,520.827,2.619,33.927,-0.699,0.170107,34.415,28.561,520.830,31.736,35
1882,37645,522,3.742,0,486.374,0.000,0.000,35.626,1.000,0.000,4,520.903,1.345,33.671,-0.557,0.184351,29.424,521.028,1.173,33.595,-0.764,0.171404,34.179,28.321,521.044,25.969,35
1883,37665,515,3.812,0,486.374,0.000,0.000,28.626,1.000,0.000,4,519.815,-5.903,28.845,-1.354,0.184351,29.424,519.892,-6.028,28.612,-1.563,0.188525,31.053,25.199,519.946,25.969,35
1884,37685,520,3.633,0,486.374,0.000,0.000,33.626,1.000,0.000,4,519.849,0.185,27.385,-1.555,0.184351,29.424,519.912,0.108,27.124,-1.761,0.190263,30.224,24.474,519.954,31.736,35
1885,37705,524,3.797,0,486.374,0.000,0.000,37.626,1.000,0.000,4,520.614,4.151,28.552,-1.418,0.184351,29.424,520.659,4.088,28.341,-1.622,0.182626,30.973,25.316,520.583,31.736,35
1886,37725,524,3.859,0,486.202,0.000,0.000,37.798,1.000,0.000,4,521.238,3.386,18.844,-1.907,0.184351,29.424,521.473,3.341,18.639,-2.106,0.243729,23.073,17.449,521.240,24.943,35
1887,37745,522,3.656,0,486.202,0.000,0.000,35.798,1.000,0.000,4,521.379,0.762,18.544,-1.605,0.184351,29.424,521.600,0.527,18.449,-1.823,0.241273,21.771,16.519,521.398,22.095,35
1888,37767,517,3.859,0,486.374,0.000,0.000,30.626,1.000,0.000,4,520.063,-3.756,15.940,-1.418,0.184351,29.424,519.713,-3.609,15.944,-1.624,0.248246,18.583,13.970,519.225,8.110,35
1889,37787,525,3.734,0,486.374,0.000,0.000,38.626,1.000,0.000,4,520.974,4.937,17.790,-1.056,0.184351,29.424,520.916,5.287,18.129,-1.230,0.227466,19.642,15.174,520.261,19.560,35
1890,37807,515,3.805,0,486.374,0.000,0.000,28.626,1.000,0.000,4,519.872,-5.974,17.308,-1.012,0.184351,29.424,519.517,-5.916,17.469,-1.168,0.236373,18.833,14.381,519.308,20.373,35
1891,37825,528,3.742,0,486.202,0.000,0.000,41.798,1.000,0.000,4,521.371,8.128,20.434,-0.375,0.184351,29.424,521.280,8.483,20.935,-0.494,0.207731,21.178,16.779,520.990,19.560,35
1892,37845,530,3.766,0,486.202,0.000,0.000,43.798,1.000,0.000,4,522.961,8.629,24.293,0.044,0.184351,29.424,522.846,8.720,24.977,-0.048,0.179572,24.979,20.493,522.879,18.026,35
1893,37865,526,3.773,0,486.202,0.000,0.000,39.798,1.000,0.000,4,523.522,3.039,22.158,0.536,0.184351,29.424,523.490,3.154,22.698,0.467,0.204221,22.917,18.236,523.513,18.778,35
1894,37885,525,3.750,0,486.202,0.000,0.000,38.798,1.000,0.000,4,523.794,1.478,20.390,0.287,0.184351,29.424,523.826,1.510,21.148,0.241,0.222780,21.206,16.482,523.847,16.607,35
1895,37905,520,3.664,0,486.202,0.000,0.000,33.798,1.000,0.000,4,523.095,-3.794,21.111,0.034,0.184351,29.424,523.009,-3.826,21.883,-0.003,0.213485,21.883,17.212,522.879,14.078,35
1896,37925,520,3.695,0,486.374,0.000,0.000,33.626,1.000,0.000,4,522.524,-3.095,21.149,0.028,0.184351,29.424,522.365,-3.009,21.846,0.003,0.213968,21.846,17.172,522.241,15.938,35
1898,37967,530,3.609,0,486.374,0.000,0.000,43.626,1.000,0.000,4,525.342,5.711,19.429,1.415,0.184351,29.424,525.507,5.744,20.040,1.430,0.217795,22.084,17.274,525.631,15.938,35
1899,37987,514,3.805,0,486.374,0.000,0.000,27.626,1.000,0.000,4,523.251,-11.342,26.954,0.704,0.184351,29.424,523.575,-11.507,27.839,0.723,0.167908,28.362,23.600,523.342,18.778,35
1900,38007,519,3.828,0,486.374,0.000,0.000,32.626,1.000,0.000,4,522.467,-4.251,28.083,0.424,0.184351,29.424,522.801,-4.575,29.150,0.436,0.169142,29.340,24.377,522.783,31.736,35
1901,38025,529,3.758,0,486.202,0.000,0.000,42.798,1.000,0.000,4,523.672,6.533,27.560,1.046,0.184351,29.424,523.880,6.199,28.347,1.047,0.173997,29.444,24.321,523.703,29.294,35
1902,38045,519,3.719,0,486.202,0.000,0.000,32.798,1.000,0.000,4,522.810,-4.672,29.099,0.803,0.184351,29.424,523.047,-4.880,29.998,0.798,0.170782,30.634,25.402,522.901,25.969,35
1903,38065,521,3.750,0,486.202,0.000,0.000,34.798,1.000,0.000,4,522.477,-1.810,28.791,0.505,0.184351,29.424,522.682,-2.047,29.767,0.491,0.177895,30.008,24.670,522.604,29.294,35
1904,38085,521,3.609,0,486.202,0.000,0.000,34.798,1.000,0.000,4,522.204,-1.477,28.513,0.262,0.184351,29.424,522.376,-1.682,29.534,0.240,0.182101,29.591,24.203,522.348,29.294,35
1905,38105,527,3.820,0,486.202,0.000,0.000,40.798,1.000,0.000,4,523.089,4.796,29.488,0.464,0.184351,29.424,523.192,4.624,30.449,0.445,0.176442,30.647,25.239,523.130,28.142,35
1906,38125,522,3.648,0,486.202,0.000,0.000,35.798,1.000,0.000,4,522.888,-1.089,28.857,0.578,0.184351,29.424,522.976,-1.192,29.750,0.565,0.181355,30.070,24.616,522.925,25.969,35
1907,38145,528,3.609,0,486.202,0.000,0.000,41.798,1.000,0.000,4,523.830,5.112,28.749,1.022,0.184351,29.424,523.871,5.024,29.687,0.997,0.178104,30.680,25.216,523.779,28.142,35
1908,38165,527,3.648,0,486.374,0.000,0.000,40.626,1.000,0.000,4,524.415,3.170,28.206,0.933,0.184351,29.424,524.448,3.129,28.982,0.889,0.184434,29.773,24.282,524.362,25.969,35
1909,38187,520,3.703,0,486.374,0.000,0.000,33.626,1.000,0.000,4,523.689,-4.523,24.634,0.629,0.184351,29.424,523.589,-4.556,25.164,0.561,0.212259,25.478,20.070,523.798,31.736,35
1910,38207,520,3.828,0,486.374,0.000,0.000,33.626,1.000,0.000,4,523.009,-3.689,21.986,0.013,0.184351,29.424,522.743,-3.589,22.317,-0.055,0.235669,22.320,17.060,522.813,16.607,35
1911,38225,524,3.688,0,486.202,0.000,0.000,37.798,1.000,0.000,4,523.191,0.991,21.566,-0.090,0.184351,29.424,523.031,1.257,21.879,-0.150,0.229231,21.901,16.881,523.110,15.938,35
1912,38245,524,3.672,0,486.202,0.000,0.000,37.798,1.000,0.000,4,523.341,0.809,21.482,-0.123,0.184351,29.424,523.247,0.969,21.803,-0.177,0.223027,21.834,16.964,523.342,14.078,35
1913,38265,526,3.750,0,486.374,0.000,0.000,39.626,1.000,0.000,4,523.831,2.659,21.091,0.200,0.184351,29.424,523.860,2.753,21.458,0.152,0.222687,21.481,16.697,524.005,14.078,35
1914,38285,525,3.727,0,486.374,0.000,0.000,38.626,1.000,0.000,4,524.046,1.169,20.550,0.413,0.184351,29.424,524.115,1.140,20.964,0.360,0.223690,21.093,16.375,524.225,15.938,35
1915,38305,518,3.758,0,486.374,0.000,0.000,31.626,1.000,0.000,4,522.932,-6.046,19.685,-0.263,0.184351,29.424,522.693,-6.115,19.941,-0.328,0.232579,20.048,15.386,522.850,15.938,35
1918,38365,531,3.820,0,486.202,0.000,0.000,44.798,1.000,0.000,4,524.806,7.594,14.660,0.422,0.184351,29.424,525.597,7.669,14.892,0.378,0.295515,15.035,10.592,525.092,15.938,35
1919,38387,522,3.719,0,486.202,0.000,0.000,35.798,1.000,0.000,4,524.167,-2.657,12.168,0.134,0.184351,29.424,524.162,-3.130,12.681,0.060,0.309172,12.684,8.763,523.804,7.764,35
1920,38407,521,3.789,0,486.202,0.000,0.000,34.798,1.000,0.000,4,523.583,-3.167,11.553,0.210,0.184351,29.424,523.184,-3.162,11.972,0.146,0.309261,11.994,8.285,522.830,6.802,35
1921,38427,518,3.688,0,486.374,0.000,0.000,31.626,1.000,0.000,4,522.554,-5.583,12.991,0.021,0.184351,29.424,521.778,-5.184,13.128,-0.011,0.271332,13.128,9.566,521.278,7.110,35
1922,38445,525,3.734,0,486.374,0.000,0.000,38.626,1.000,0.000,4,523.005,2.446,13.135,0.217,0.184351,29.424,522.635,3.222,13.451,0.234,0.266225,13.506,9.910,522.454,7.110,35
1923,38465,517,3.711,0,486.202,0.000,0.000,30.798,1.000,0.000,4,521.898,-6.005,13.731,-0.323,0.184351,29.424,521.174,-5.635,13.947,-0.279,0.259424,14.025,10.386,520.846,7.764,35
1924,38485,520,3.664,0,486.202,0.000,0.000,33.798,1.000,0.000,4,521.548,-1.898,13.824,-0.363,0.184351,29.424,520.864,-1.174,13.945,-0.278,0.263467,14.023,10.328,520.570,6.802,35
1925,38505,527,3.656,0,486.202,0.000,0.000,40.798,1.000,0.000,4,522.553,5.452,14.015,-0.346,0.184351,29.424,522.424,6.136,14.593,-0.222,0.254127,14.643,10.922,522.454,7.764,35
1926,38525,523,3.727,0,486.546,0.000,0.000,36.454,1.000,0.000,4,522.635,0.447,13.410,-0.483,0.184351,29.424,522.577,0.576,14.047,-0.350,0.266448,14.170,10.394,522.626,7.110,35
1927,38545,520,3.648,0,486.546,0.000,0.000,33.454,1.000,0.000,4,522.150,-2.635,13.559,-0.644,0.184351,29.424,521.907,-2.577,14.230,-0.506,0.260209,14.486,10.717,521.853,7.764,35
1928,38565,516,3.742,0,486.374,0.000,0.000,29.626,1.000,0.000,4,521.016,-6.150,14.316,-0.725,0.184351,29.424,520.434,-5.907,14.864,-0.574,0.249365,15.193,11.405,520.002,7.110,35
1929,38587,517,3.766,0,486.374,0.000,0.000,30.626,1.000,0.000,4,519.822,-3.460,14.330,-0.914,0.184351,29.424,519.092,-2.804,14.642,-0.719,0.253876,15.159,11.311,518.633,7.110,35
1930,38607,525,3.781,0,486.374,0.000,0.000,38.626,1.000,0.000,4,520.777,5.178,15.989,-0.695,0.184351,29.424,520.449,5.908,16.635,-0.472,0.229659,16.858,12.986,520.618,7.110,35
1931,38627,529,3.750,0,486.202,0.000,0.000,42.798,1.000,0.000,4,522.293,8.223,19.326,-0.417,0.184351,29.424,522.140,8.551,20.102,-0.182,0.197784,20.135,16.153,521.887,18.026,35
1932,38645,513,3.656,0,486.202,0.000,0.000,26.798,1.000,0.000,4,520.580,-9.293,22.866,-0.940,0.184351,29.424,520.559,-9.140,23.762,-0.696,0.173000,24.247,20.052,520.512,20.373,35
1933,38665,522,3.703,0,486.374,0.000,0.000,35.626,1.000,0.000,4,520.841,1.420,21.701,-0.567,0.184351,29.424,520.845,1.441,22.380,-0.318,0.198791,22.481,18.012,520.819,15.938,35
1935,38705,524,3.672,0,486.374,0.000,0.000,37.626,1.000,0.000,4,521.448,3.129,21.749,-0.531,0.184351,29.424,521.522,3.122,22.325,-0.298,0.206309,22.414,17.789,521.575,14.674,35
1936,38725,530,3.766,0,486.202,0.000,0.000,43.798,1.000,0.000,4,523.024,8.552,22.571,-0.483,0.184351,29.424,523.238,8.478,23.000,-0.258,0.202462,23.067,18.396,523.378,15.938,35
1937,38745,531,3.617,0,486.202,0.000,0.000,44.798,1.000,0.000,4,524.495,7.976,25.950,-0.044,0.184351,29.424,524.651,7.762,25.907,0.210,0.182056,25.951,21.227,524.827,18.778,35
1938,38765,522,3.742,0,486.202,0.000,0.000,35.798,1.000,0.000,4,524.035,-2.495,25.909,-0.036,0.184351,29.424,524.152,-2.651,25.758,0.234,0.188450,25.813,20.949,524.274,18.778,35
1939,38785,520,3.727,0,486.202,0.000,0.000,33.798,1.000,0.000,4,523.291,-4.035,26.217,-0.079,0.184351,29.424,523.367,-4.152,26.141,0.185,0.189026,26.175,21.227,523.304,15.938,35
1940,38807,523,3.727,0,486.202,0.000,0.000,36.798,1.000,0.000,4,523.193,-0.237,24.369,0.051,0.184351,29.424,523.233,-0.293,24.261,0.250,0.205605,24.323,19.322,523.185,16.607,35
1941,38827,527,3.719,0,486.374,0.000,0.000,40.626,1.000,0.000,4,523.895,3.807,23.000,0.542,0.184351,29.424,524.032,3.767,22.926,0.720,0.212104,23.445,18.472,524.123,14.078,35
1942,38847,518,3.688,0,486.374,0.000,0.000,31.626,1.000,0.000,4,522.808,-5.895,24.734,0.342,0.184351,29.424,522.854,-6.032,24.967,0.477,0.195198,25.195,20.277,522.948,18.778,35
1943,38865,526,3.641,0,486.374,0.000,0.000,39.626,1.000,0.000,4,523.397,3.192,23.822,0.229,0.184351,29.424,523.509,3.146,23.700,0.328,0.208255,23.807,18.849,523.632,15.938,35
1944,38885,525,3.828,0,486.374,0.000,0.000,38.626,1.000,0.000,4,523.692,1.603,23.911,0.287,0.184351,29.424,523.817,1.491,23.762,0.373,0.206071,23.902,18.976,523.937,15.938,35
1945,38905,530,3.758,0,486.374,0.000,0.000,43.626,1.000,0.000,4,524.855,6.308,25.096,0.734,0.184351,29.424,525.008,6.183,24.823,0.811,0.192708,25.481,20.571,525.419,14.078,35
1946,38925,517,3.750,0,486.374,0.000,0.000,30.626,1.000,0.000,4,523.407,-7.855,26.408,0.649,0.184351,29.424,523.533,-8.008,26.445,0.706,0.184244,26.944,21.979,523.809,18.778,35
1947,38945,526,3.531,0,486.374,0.000,0.000,39.626,1.000,0.000,4,523.885,2.593,25.847,0.929,0.184351,29.424,523.995,2.467,26.047,0.951,0.187355,26.952,21.902,524.283,16.607,35
1948,38965,530,3.742,0,486.202,0.000,0.000,43.798,1.000,0.000,4,525.012,6.115,26.000,1.408,0.184351,29.424,525.076,6.005,26.425,1.392,0.179943,28.362,23.258,525.523,16.607,35
1949,38985,521,3.672,0,486.202,0.000,0.000,34.798,1.000,0.000,4,524.273,-4.012,26.547,0.948,0.184351,29.424,524.306,-4.076,26.650,0.893,0.188915,27.447,22.262,524.542,16.607,35
1950,39007,527,3.672,0,486.202,0.000,0.000,40.798,1.000,0.000,4,523.832,3.884,21.690,0.882,0.184351,29.424,523.946,3.968,21.741,0.805,0.230221,22.389,17.235,524.501,14.674,35
1951,39027,520,3.773,0,486.546,0.000,0.000,33.454,1.000,0.000,4,523.126,-3.832,22.718,0.620,0.184351,29.424,523.096,-3.946,22.777,0.536,0.215394,23.064,18.096,523.505,16.607,35
1954,39085,512,3.695,0,486.202,0.000,0.000,25.798,1.000,0.000,4,520.918,-10.933,24.668,-0.571,0.184351,29.424,520.792,-10.893,24.559,-0.645,0.192864,24.975,20.158,520.629,15.938,35
1955,39105,517,3.812,0,486.202,0.000,0.000,30.798,1.000,0.000,4,520.196,-3.918,21.222,-1.166,0.184351,29.424,519.975,-3.792,21.187,-1.222,0.215496,22.681,17.794,519.844,16.607,35
1956,39125,520,3.703,0,486.202,0.000,0.000,33.798,1.000,0.000,4,520.159,-0.196,21.167,-1.051,0.184351,29.424,519.980,0.025,21.145,-1.089,0.216501,22.330,17.495,519.875,18.026,35
1957,39145,531,3.805,0,486.202,0.000,0.000,44.798,1.000,0.000,4,522.158,10.841,27.239,-0.307,0.184351,29.424,521.896,11.020,27.431,-0.330,0.173850,27.540,22.752,522.161,18.026,35
1958,39165,522,3.758,0,486.031,0.000,0.000,35.969,1.000,0.000,4,522.129,-0.158,27.240,-0.301,0.184351,29.424,521.915,0.104,27.440,-0.306,0.179978,27.534,22.578,522.138,28.142,35
1959,39185,528,3.570,0,486.031,0.000,0.000,41.969,1.000,0.000,4,523.211,5.871,29.052,0.005,0.184351,29.424,522.964,6.085,29.381,0.012,0.172343,29.381,24.317,523.027,28.142,35
1960,39205,525,3.609,0,486.031,0.000,0.000,38.969,1.000,0.000,4,523.541,1.789,28.478,-0.096,0.184351,29.424,523.330,2.036,28.873,-0.074,0.179749,28.879,23.688,523.360,25.969,35
1961,39227,526,3.703,0,486.202,0.000,0.000,39.798,1.000,0.000,4,523.462,3.112,27.351,0.018,0.184351,29.424,523.323,3.304,27.660,0.069,0.190014,27.665,22.408,523.342,25.969,35
1962,39247,531,3.711,0,486.202,0.000,0.000,44.798,1.000,0.000,4,524.852,7.538,29.965,0.314,0.184351,29.424,524.647,7.677,30.357,0.378,0.172387,30.500,25.242,524.595,28.142,35
1963,39265,521,3.656,0,486.374,0.000,0.000,34.626,1.000,0.000,4,524.141,-3.852,28.779,-0.194,0.184351,29.424,523.980,-3.647,29.241,-0.113,0.182934,29.254,23.902,523.998,28.142,35
1964,39285,526,3.688,0,486.374,0.000,0.000,39.626,1.000,0.000,4,524.484,1.859,25.818,0.292,0.184351,29.424,524.393,2.020,26.100,0.388,0.204659,26.251,20.879,524.357,25.969,35
1965,39305,522,3.789,0,486.374,0.000,0.000,35.626,1.000,0.000,4,524.026,-2.484,25.875,0.038,0.184351,29.424,523.912,-2.393,26.212,0.145,0.201005,26.233,20.960,523.758,16.607,35
1966,39325,527,3.602,0,486.374,0.000,0.000,40.626,1.000,0.000,4,524.574,2.974,24.435,-0.119,0.184351,29.424,524.558,3.088,24.907,-0.001,0.209304,24.907,19.694,524.558,15.938,35
1967,39345,520,3.703,0,486.374,0.000,0.000,33.626,1.000,0.000,4,523.731,-4.574,24.668,-0.147,0.184351,29.424,523.629,-4.558,25.115,-0.025,0.203938,25.115,19.993,523.411,14.674,35
0,7,530,3.508,0,0.000,0.000,0.000,530.000,1.000,0.000,4,530.000,0.000,0.000,0.000,0.000000,0.000,530.000,0.000,0.000,0.000,0.000000,0.000,24.000,530.000,24.000,0
1,27,516,3.664,0,486.202,0.000,0.000,29.798,1.000,0.000,4,522.857,-14.000,0.000,0.000,0.510204,49.000,522.857,-14.000,0.000,0.000,0.510204,49.000,24.000,517.587,3.196,35
2,45,520,3.625,0,486.202,0.000,0.000,33.798,1.000,0.000,4,521.841,-2.857,0.000,0.000,0.355616,37.245,521.841,-2.857,0.000,0.000,0.355616,37.245,24.000,518.842,3.534,35
3,65,524,3.531,0,490.490,0.000,0.000,33.510,1.000,0.000,4,522.455,2.159,0.000,0.000,0.284325,33.535,522.455,2.159,0.000,0.000,0.284325,33.535,24.000,521.269,3.196,35
4,85,521,3.438,0,490.490,0.000,0.000,30.510,1.000,0.000,4,522.097,-1.455,0.000,0.000,0.245848,31.824,522.097,-1.455,0.000,0.000,0.245848,31.824,24.000,521.151,3.196,35
5,105,522,3.680,0,490.490,0.000,0.000,31.510,1.000,0.000,4,522.076,-0.097,0.000,0.000,0.223310,30.900,522.076,-0.097,0.000,0.000,0.223310,30.900,24.000,521.515,3.196,35
6,125,530,3.758,0,486.202,0.000,0.000,43.798,1.000,0.000,4,523.735,7.924,0.000,0.000,0.209471,30.359,523.735,7.924,0.000,0.000,0.209471,30.359,24.000,525.130,3.196,35
7,145,524,3.805,0,486.202,0.000,0.000,37.798,1.000,0.000,4,523.789,0.265,0.000,0.000,0.200728,30.027,523.789,0.265,0.000,0.000,0.200728,30.027,24.000,524.716,4.093,35
8,165,520,3.594,0,486.202,0.000,0.000,33.798,1.000,0.000,4,523.049,-3.789,0.000,0.000,0.195103,29.817,523.049,-3.789,0.000,0.000,0.195103,29.817,24.000,522.648,3.196,35
9,185,518,3.594,0,486.202,0.000,0.000,31.798,1.000,0.000,4,522.083,-5.049,0.000,0.000,0.191442,29.682,522.083,-5.049,0.000,0.000,0.191442,29.682,24.000,520.595,3.037,35
10,207,524,3.609,0,486.202,0.000,0.000,37.798,1.000,0.000,4,521.969,2.500,0.000,0.000,0.187460,29.537,521.969,2.500,0.000,0.000,0.187460,29.537,24.000,521.650,3.196,35
11,227,525,3.633,0,486.374,0.000,0.000,38.626,1.000,0.000,4,522.534,3.031,0.000,0.000,0.186414,29.499,522.534,3.031,0.000,0.000,0.186414,29.499,24.000,522.950,3.714,35
12,247,525,3.531,0,486.374,0.000,0.000,38.626,1.000,0.000,4,522.992,2.466,0.000,0.000,0.185721,29.474,522.992,2.466,0.000,0.000,0.185721,29.474,24.000,523.763,3.714,35
