seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R,tinyml_estimate_mm,tinyml_R,tinyml_infer_us
0,7,522,3.664,0,0.000,0.000,0.000,522.000,1.000,0.000,4,522.000,0.000,0.000,0.000,0.000000,0.000,522.000,0.000,0.000,0.000,0.000000,0.000,24.000,522.000,24.000,0
1,27,527,3.648,0,490.318,0.000,0.000,36.682,1.000,0.000,4,524.551,5.000,0.000,0.000,0.510204,49.000,524.551,5.000,0.000,0.000,0.510204,49.000,24.000,526.433,3.196,35
2,47,526,3.695,0,490.318,0.000,0.000,35.682,1.000,0.000,4,525.066,1.449,0.000,0.000,0.355616,37.245,525.066,1.449,0.000,0.000,0.355616,37.245,24.000,526.208,3.534,35
3,65,528,3.625,0,490.318,0.000,0.000,37.682,1.000,0.000,4,525.900,2.934,0.000,0.000,0.284325,33.535,525.900,2.934,0.000,0.000,0.284325,33.535,24.000,527.051,3.196,35
4,85,531,3.641,0,490.318,0.000,0.000,40.682,1.000,0.000,4,527.154,5.100,0.000,0.000,0.245848,31.824,527.154,5.100,0.000,0.000,0.245848,31.824,24.000,528.641,3.714,35
5,105,528,3.547,0,490.318,0.000,0.000,37.682,1.000,0.000,4,527.343,0.846,0.000,0.000,0.223310,30.900,527.343,0.846,0.000,0.000,0.223310,30.900,24.000,528.376,3.534,35
6,125,520,3.641,0,490.490,0.000,0.000,29.510,1.000,0.000,4,525.805,-7.343,0.000,0.000,0.209471,30.359,525.805,-7.343,0.000,0.000,0.209471,30.359,24.000,524.731,3.196,35
7,145,525,3.594,0,490.490,0.000,0.000,34.510,1.000,0.000,4,525.643,-0.805,0.000,0.000,0.200728,30.027,525.643,-0.805,0.000,0.000,0.200728,30.027,24.000,524.839,3.534,35
9,185,524,3.734,0,490.490,0.000,0.000,33.510,1.000,0.000,4,525.227,-1.518,0.000,0.000,0.191442,29.682,525.227,-1.518,0.000,0.000,0.191442,29.682,24.000,524.521,3.196,35
10,207,527,3.656,0,490.490,0.000,0.000,36.510,1.000,0.000,4,525.525,1.816,0.000,0.000,0.187460,29.537,525.525,1.816,0.000,0.000,0.187460,29.537,24.000,525.691,3.196,35
11,227,519,3.625,0,490.318,0.000,0.000,28.682,1.000,0.000,4,524.308,-6.525,0.000,0.000,0.186414,29.499,524.308,-6.525,0.000,0.000,0.186414,29.499,24.000,522.851,3.196,35
12,247,522,3.648,0,490.318,0.000,0.000,31.682,1.000,0.000,4,523.880,-2.308,0.000,0.000,0.185721,29.474,523.880,-2.308,0.000,0.000,0.185721,29.474,24.000,522.510,3.534,35
13,265,527,3.680,0,486.031,0.000,0.000,40.969,1.000,0.000,4,524.458,3.120,0.000,0.000,0.185262,29.457,524.458,3.120,0.000,0.000,0.185262,29.457,24.000,524.442,3.196,35
14,285,531,3.734,0,486.031,0.000,0.000,44.969,1.000,0.000,4,525.668,6.542,0.000,0.000,0.184956,29.446,525.668,6.542,0.000,0.000,0.184956,29.446,24.000,526.850,4.093,35
15,305,528,3.617,0,486.031,0.000,0.000,41.969,1.000,0.000,4,526.099,2.332,0.000,0.000,0.184754,29.439,526.099,2.332,0.000,0.000,0.184754,29.439,24.000,527.313,3.714,35
