seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R,tinyml_estimate_mm,tinyml_R,tinyml_infer_us
0,7,518,3.750,0,0.000,0.000,0.000,518.000,1.000,0.000,1,518.000,0.000,0.000,0.000,0.000000,0.000,518.000,0.000,0.000,0.000,0.000000,0.000,24.000,518.000,24.000,0
1,25,507,3.695,0,490.490,0.000,0.000,16.510,1.000,0.000,1,512.388,-11.000,0.000,0.000,0.510204,49.000,512.388,-11.000,0.000,0.000,0.510204,49.000,24.000,508.423,3.714,35
2,45,523,3.805,0,490.490,0.000,0.000,32.510,1.000,0.000,1,516.162,10.612,0.000,0.000,0.355616,37.245,516.162,10.612,0.000,0.000,0.355616,37.245,24.000,516.367,3.534,35
3,65,519,3.742,0,490.490,0.000,0.000,28.510,1.000,0.000,1,516.969,2.838,0.000,0.000,0.284325,33.535,516.969,2.838,0.000,0.000,0.284325,33.535,24.000,517.346,4.948,35
4,85,523,3.750,0,490.490,0.000,0.000,32.510,1.000,0.000,1,518.451,6.031,0.000,0.000,0.245848,31.824,518.451,6.031,0.000,0.000,0.245848,31.824,24.000,519.864,3.534,35
5,105,530,3.781,0,490.490,0.000,0.000,39.510,1.000,0.000,1,521.030,11.549,0.000,0.000,0.223310,30.900,521.030,11.549,0.000,0.000,0.223310,30.900,24.000,524.014,3.714,35
6,125,525,3.750,0,490.490,0.000,0.000,34.510,1.000,0.000,1,521.862,3.970,0.000,0.000,0.209471,30.359,521.862,3.970,0.000,0.000,0.209471,30.359,24.000,524.327,5.427,35
7,145,523,3.750,0,490.490,0.000,0.000,32.510,1.000,0.000,1,522.090,1.138,0.000,0.000,0.200728,30.027,522.090,1.138,0.000,0.000,0.200728,30.027,24.000,523.750,3.534,35
8,167,512,3.695,0,490.490,0.000,0.000,21.510,1.000,0.000,1,519.671,-9.487,0.000,0.000,0.191442,29.682,519.671,-9.487,0.000,0.000,0.191442,29.682,24.000,517.732,3.534,35
9,187,517,3.688,0,490.490,0.000,0.000,26.510,1.000,0.000,1,519.166,-2.671,0.000,0.000,0.189041,29.595,519.166,-2.671,0.000,0.000,0.189041,29.595,24.000,517.433,3.534,35
10,207,531,3.688,0,490.490,0.000,0.000,40.510,1.000,0.000,1,521.385,11.834,0.000,0.000,0.187460,29.537,521.385,11.834,0.000,0.000,0.187460,29.537,24.000,523.832,2.735,35
11,225,523,3.797,0,490.318,0.000,0.000,32.682,1.000,0.000,1,521.686,1.615,0.000,0.000,0.186414,29.499,521.686,1.615,0.000,0.000,0.186414,29.499,24.000,523.585,5.427,35
12,245,527,3.750,0,490.318,0.000,0.000,36.682,1.000,0.000,1,522.673,5.314,0.000,0.000,0.185721,29.474,522.673,5.314,0.000,0.000,0.185721,29.474,24.000,525.120,3.196,35
13,265,525,3.828,0,490.318,0.000,0.000,34.682,1.000,0.000,1,523.104,2.327,0.000,0.000,0.185262,29.457,523.104,2.327,0.000,0.000,0.185262,29.457,24.000,525.071,3.534,35
14,285,527,3.789,0,490.318,0.000,0.000,36.682,1.000,0.000,1,523.825,3.896,0.000,0.000,0.184956,29.446,523.825,3.896,0.000,0.000,0.184956,29.446,24.000,525.859,3.534,35
15,305,515,3.773,0,490.318,0.000,0.000,24.682,1.000,0.000,1,522.194,-8.825,0.000,0.000,0.184754,29.439,522.194,-8.825,0.000,0.000,0.184754,29.439,24.000,521.799,4.093,35
16,325,519,3.672,0,490.490,0.000,0.000,28.510,1.000,0.000,1,521.604,-3.194,0.000,0.000,0.184619,29.434,521.604,-3.194,0.000,0.000,0.184619,29.434,24.000,520.631,3.534,35
17,345,516,3.742,0,490.490,0.000,0.000,25.510,1.000,0.000,1,520.570,-5.604,0.000,0.000,0.184529,29.431,520.570,-5.604,0.000,0.000,0.184529,29.431,24.000,518.724,3.534,35
18,367,519,3.703,0,490.318,0.000,0.000,28.682,1.000,0.000,1,520.646,-2.018,42.026,0.883,0.184430,29.427,520.763,-2.018,42.026,0.883,0.126787,42.806,37.379,519.963,3.714,35
19,387,522,3.766,0,490.318,0.000,0.000,31.682,1.000,0.000,1,520.896,1.354,34.595,1.501,0.184404,29.426,520.955,1.237,34.597,1.495,0.155817,36.833,31.093,520.093,35.773,35
20,407,534,3.727,0,490.318,0.000,0.000,43.682,1.000,0.000,1,523.312,13.104,37.160,1.626,0.184386,29.426,522.875,13.045,37.096,1.617,0.147191,39.710,33.865,521.402,31.736,35
21,425,521,3.742,0,490.490,0.000,0.000,30.510,1.000,0.000,1,522.886,-2.312,37.796,1.368,0.184374,29.425,522.591,-1.875,37.576,1.381,0.151575,39.483,33.498,521.354,29.294,35
22,445,518,3.758,0,490.490,0.000,0.000,27.510,1.000,0.000,1,521.985,-4.886,38.366,0.822,0.184367,29.425,521.871,-4.591,37.996,0.850,0.156968,38.718,32.640,521.016,40.308,35
23,465,518,3.781,0,490.318,0.000,0.000,27.682,1.000,0.000,1,521.250,-3.985,33.165,0.045,0.184361,29.425,521.148,-3.871,32.792,0.079,0.186701,32.798,26.675,520.643,35.773,35
24,485,520,3.773,0,490.318,0.000,0.000,29.682,1.000,0.000,1,521.020,-1.250,32.411,-0.216,0.184358,29.425,520.934,-1.148,32.045,-0.177,0.186437,32.076,26.096,520.532,25.969,35
25,505,528,3.734,0,490.318,0.000,0.000,37.682,1.000,0.000,1,522.307,6.980,34.823,0.077,0.184356,29.425,522.135,7.066,34.494,0.119,0.169969,34.508,28.643,521.835,25.969,35
26,525,528,3.617,0,490.490,0.000,0.000,37.510,1.000,0.000,1,523.356,5.693,35.706,0.516,0.184354,29.425,523.098,5.865,35.429,0.567,0.164148,35.751,29.882,522.848,28.142,35
