seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R,tinyml_estimate_mm,tinyml_R,tinyml_infer_us
0,7,503,2.641,0,0.000,0.000,0.000,503.000,1.000,0.000,4,503.000,0.000,0.000,0.000,0.000000,0.000,503.000,0.000,0.000,0.000,0.000000,0.000,24.000,503.000,24.000,0
1,30,510,2.758,0,488.260,0.000,0.000,21.740,1.000,0.000,4,506.571,7.000,0.000,0.000,0.510204,49.000,506.571,7.000,0.000,0.000,0.510204,49.000,24.000,509.095,3.714,34
2,55,517,2.789,0,488.260,0.000,0.000,28.740,1.000,0.000,4,510.280,10.429,0.000,0.000,0.355616,37.245,510.280,10.429,0.000,0.000,0.355616,37.245,24.000,513.306,3.714,34
3,80,514,2.656,0,488.089,0.000,0.000,25.911,1.000,0.000,4,511.778,2.947,0.000,0.000,0.245848,31.824,511.778,2.947,0.000,0.000,0.245848,31.824,24.000,513.475,4.093,34
4,105,519,2.711,0,488.089,0.000,0.000,30.911,1.000,0.000,4,513.391,7.222,0.000,0.000,0.223310,30.900,513.391,7.222,0.000,0.000,0.223310,30.900,24.000,515.726,3.714,34
5,132,512,2.719,0,483.973,0.000,0.000,28.027,1.000,0.000,4,512.879,-1.099,0.000,0.000,0.200728,30.027,512.879,-1.099,0.000,0.000,0.200728,30.027,24.000,513.247,3.196,34
6,155,508,2.648,0,483.973,0.000,0.000,24.027,1.000,0.000,4,511.927,-4.879,0.000,0.000,0.195103,29.817,511.927,-4.879,0.000,0.000,0.195103,29.817,24.000,511.186,3.714,34
7,180,504,2.609,0,488.089,0.000,0.000,15.911,1.000,0.000,4,510.409,-7.927,0.000,0.000,0.191442,29.682,510.409,-7.927,0.000,0.000,0.191442,29.682,24.000,508.490,4.093,34
8,207,501,2.734,0,488.089,0.000,0.000,12.911,1.000,0.000,4,506.893,-7.252,0.000,0.000,0.187460,29.537,506.893,-7.252,0.000,0.000,0.187460,29.537,24.000,503.581,4.295,34
9,230,515,2.750,0,488.089,0.000,0.000,26.911,1.000,0.000,4,508.404,8.107,0.000,0.000,0.186414,29.499,508.404,8.107,0.000,0.000,0.186414,29.499,24.000,508.462,3.534,34
10,255,519,2.695,0,488.089,0.000,0.000,30.911,1.000,0.000,4,510.372,10.596,0.000,0.000,0.185721,29.474,510.372,10.596,0.000,0.000,0.185721,29.474,24.000,512.713,3.714,34
11,280,505,2.711,0,488.260,0.000,0.000,16.740,1.000,0.000,4,507.510,-3.080,0.000,0.000,0.184956,29.446,507.510,-3.080,0.000,0.000,0.184956,29.446,24.000,506.439,4.295,34
13,332,518,2.609,0,488.260,0.000,0.000,29.740,1.000,0.000,4,510.032,9.772,0.000,0.000,0.184529,29.431,510.032,9.772,0.000,0.000,0.184529,29.431,24.000,512.450,3.714,34
14,355,505,2.555,0,488.260,0.000,0.000,16.740,1.000,0.000,4,509.103,-5.032,0.000,0.000,0.184470,29.429,509.103,-5.032,0.000,0.000,0.184470,29.429,24.000,509.537,3.900,34
15,380,519,2.742,0,488.260,0.000,0.000,30.740,1.000,0.000,4,510.929,9.897,52.659,0.907,0.184430,29.427,510.108,9.897,52.659,0.907,0.101479,53.482,48.054,513.833,3.037,34
16,407,495,2.695,0,488.260,0.000,0.000,6.740,1.000,0.000,4,507.100,-14.835,57.350,-1.003,0.184386,29.426,507.962,-14.534,56.564,-0.947,0.108191,57.460,51.244,511.883,35.773,34
18,455,516,2.633,0,488.432,0.000,0.000,27.568,1.000,0.000,4,508.425,9.287,61.226,-0.927,0.184367,29.425,508.565,8.375,59.682,-0.959,0.112202,60.602,53.802,511.729,40.308,34
19,482,507,2.773,0,484.145,0.000,0.000,22.855,1.000,0.000,4,507.347,-0.425,58.578,-1.511,0.184358,29.425,507.797,-0.907,57.008,-1.574,0.121122,59.487,52.282,510.404,38.737,34
20,505,516,2.750,0,484.145,0.000,0.000,31.855,1.000,0.000,4,508.942,8.653,63.497,-1.023,0.184356,29.425,508.755,8.203,61.560,-1.109,0.116776,62.791,55.458,511.148,38.737,34
21,530,520,2.773,0,488.260,0.000,0.000,31.740,1.000,0.000,4,510.980,11.058,69.417,-0.226,0.184354,29.425,509.993,11.245,67.831,-0.303,0.110068,67.923,60.447,512.132,49.142,34
22,555,518,2.680,0,488.260,0.000,0.000,29.740,1.000,0.000,4,511.826,7.569,62.186,0.970,0.184353,29.424,510.791,8.242,60.915,0.976,0.125297,61.868,54.116,512.519,45.401,34
23,580,519,2.695,0,488.089,0.000,0.000,30.911,1.000,0.000,4,513.149,7.174,60.210,1.691,0.184352,29.424,511.811,8.209,59.548,1.749,0.124276,62.608,54.827,513.291,51.123,34
24,607,512,2.633,0,488.089,0.000,0.000,23.911,1.000,0.000,4,511.110,1.091,61.568,0.203,0.184352,29.424,510.711,1.485,59.541,0.348,0.132023,59.662,51.785,512.030,43.637,34
25,630,508,2.703,0,488.260,0.000,0.000,19.740,1.000,0.000,4,510.537,-3.110,53.996,0.666,0.184351,29.424,510.305,-2.711,51.686,0.831,0.149627,52.376,44.539,511.453,43.637,34
26,655,497,2.797,0,488.260,0.000,0.000,8.740,1.000,0.000,4,508.041,-13.537,63.107,0.143,0.184351,29.424,508.627,-13.305,60.651,0.320,0.126154,60.753,53.089,509.174,38.737,34
27,682,514,2.695,0,484.145,0.000,0.000,29.855,1.000,0.000,4,509.134,5.966,64.258,0.245,0.184351,29.424,509.230,5.453,61.535,0.366,0.125220,61.670,53.947,509.669,45.401,34
28,705,506,2.781,0,484.145,0.000,0.000,21.855,1.000,0.000,4,508.556,-3.134,59.874,-0.400,0.184351,29.424,508.794,-3.230,57.336,-0.284,0.135069,57.417,49.662,509.173,45.401,34
29,730,518,2.781,0,488.260,0.000,0.000,29.740,1.000,0.000,4,510.297,9.444,63.123,0.324,0.184351,29.424,509.969,9.206,60.205,0.428,0.127636,60.389,52.681,510.414,43.637,34
30,755,509,2.742,0,488.260,0.000,0.000,20.740,1.000,0.000,4,509.863,-1.058,56.714,0.008,0.184351,29.424,509.716,-0.834,54.259,0.099,0.140960,54.269,46.619,510.052,40.308,34
31,780,510,2.711,0,492.376,0.000,0.000,17.624,1.000,0.000,4,509.888,0.137,45.138,0.756,0.184351,29.424,509.766,0.284,43.006,0.840,0.173217,43.711,36.139,510.044,43.637,34
32,807,505,2.758,0,492.376,0.000,0.000,12.624,1.000,0.000,4,508.853,-4.724,42.319,0.116,0.184351,29.424,508.838,-4.637,40.780,0.299,0.172322,40.870,33.827,509.155,40.308,34
33,830,513,2.703,0,482.258,0.027,1.349,30.742,1.000,0.000,4,509.596,4.174,41.377,0.596,0.184351,29.424,509.523,4.189,39.580,0.786,0.169884,40.199,33.370,509.802,33.030,34
34,855,506,2.828,0,482.258,0.081,1.349,23.742,1.000,0.000,4,508.911,-3.569,42.167,0.439,0.184351,29.424,508.924,-3.496,40.337,0.657,0.163581,40.769,34.100,509.196,37.226,34
35,882,521,2.609,0,478.142,0.270,8.095,42.858,1.000,0.000,4,512.338,10.619,42.125,0.441,0.184351,29.424,511.877,10.847,40.666,0.683,0.158929,41.133,34.596,512.160,33.030,34
36,905,511,2.641,0,478.142,0.567,10.794,32.858,1.000,0.000,4,511.960,-1.176,41.662,0.532,0.184351,29.424,511.601,-0.715,40.401,0.747,0.158650,40.960,34.461,511.844,35.773,34
37,930,498,2.680,0,486.374,1.079,16.191,11.626,1.000,0.000,4,509.122,-13.636,48.098,-0.529,0.184351,29.424,509.426,-13.278,46.270,-0.329,0.139448,46.378,39.911,509.636,40.308,34
38,955,509,2.734,0,486.374,1.700,26.985,22.626,1.000,0.000,4,509.534,-0.655,41.095,0.052,0.184351,29.424,509.520,-0.625,39.605,0.119,0.167013,39.619,33.002,509.746,35.773,34
39,980,505,2.781,0,474.026,2.537,29.683,30.974,1.000,0.000,4,508.214,-3.941,41.775,-0.200,0.184351,29.424,508.292,-3.927,40.257,-0.152,0.161664,40.280,33.768,508.464,33.030,34
40,1007,499,2.820,0,474.026,3.562,43.176,24.974,1.000,0.000,4,505.001,-7.358,35.157,0.142,0.184351,29.424,505.076,-7.482,34.159,0.148,0.187884,34.181,27.759,505.459,35.773,34
41,1030,498,2.859,0,474.026,4.803,48.573,23.974,1.000,0.000,4,502.918,-6.030,36.970,-0.158,0.184351,29.424,503.051,-6.104,36.009,-0.126,0.172534,36.025,29.809,503.393,31.736,34
42,1055,499,2.805,0,474.026,6.261,55.319,24.974,1.000,0.000,4,501.293,-2.812,35.255,-0.597,0.184351,29.424,501.428,-2.945,34.674,-0.545,0.175659,34.972,28.829,501.701,29.294,34
43,1082,491,2.945,0,474.026,7.880,66.113,16.974,1.000,0.000,4,496.911,-7.247,32.013,-1.493,0.184351,29.424,497.101,-7.417,31.905,-1.441,0.177377,33.980,27.953,497.430,33.030,34
44,1105,496,2.836,0,474.026,9.715,72.860,21.974,1.000,0.000,4,495.555,0.546,32.211,-1.401,0.184351,29.424,495.706,0.356,32.051,-1.374,0.175553,33.939,27.981,495.977,34.375,34
46,1157,489,2.914,0,459.792,13.924,89.050,29.208,1.000,0.000,4,489.842,-1.032,32.621,-1.616,0.184351,29.424,490.013,-1.218,32.435,-1.637,0.167886,35.115,29.219,490.076,30.492,34
47,1180,497,2.938,0,453.789,16.326,93.548,43.211,1.000,0.000,4,490.017,8.561,36.875,-0.952,0.184351,29.424,489.929,8.390,36.587,-0.986,0.157234,37.559,31.653,490.131,28.142,34
48,1205,479,3.148,0,453.789,18.889,99.844,25.211,1.000,0.000,4,486.357,-9.020,38.382,-1.611,0.184351,29.424,486.620,-8.933,37.976,-1.642,0.146959,40.671,34.694,486.597,29.294,34
49,1230,474,3.102,0,451.731,21.669,111.538,22.269,1.000,0.000,4,480.960,-8.533,34.380,-2.329,0.184351,29.424,481.403,-8.764,34.046,-2.387,0.155250,39.745,33.575,481.556,38.737,34
50,1255,475,3.039,0,451.731,24.610,114.686,23.269,1.000,0.000,4,477.990,-3.666,25.575,-3.044,0.184351,29.424,478.374,-4.109,24.878,-3.135,0.179001,34.706,28.494,478.666,38.737,34
51,1282,470,3.234,0,439.383,27.768,126.830,30.617,1.000,0.000,4,472.627,-3.221,19.610,-2.572,0.184351,29.424,472.758,-3.560,19.312,-2.740,0.225086,26.822,20.785,473.085,28.142,34
52,1305,470,3.406,0,439.383,31.060,130.877,30.617,1.000,0.000,4,470.008,-0.010,14.949,-2.936,0.184351,29.424,470.108,-0.141,14.800,-3.096,0.232835,24.388,18.710,470.370,23.008,34
53,1330,464,3.289,0,441.612,34.487,134.925,22.388,1.000,0.000,4,467.250,-3.984,14.716,-3.103,0.184351,29.424,467.216,-4.084,14.514,-3.269,0.212529,25.202,19.846,466.999,12.954,34
54,1357,456,3.383,0,441.612,38.049,143.020,14.388,1.000,0.000,4,460.806,-5.892,16.112,-3.001,0.184351,29.424,460.747,-5.909,15.970,-3.163,0.196671,25.978,20.869,460.158,11.913,34
55,1380,453,3.445,0,423.776,41.773,147.518,29.224,1.000,0.000,4,457.562,-5.593,15.491,-2.913,0.184351,29.424,457.391,-5.534,15.309,-3.066,0.206565,24.710,19.606,457.278,28.142,34
56,1405,455,3.383,0,423.776,45.578,149.767,31.224,1.000,0.000,4,454.646,0.433,15.461,-2.590,0.184351,29.424,454.529,0.605,15.409,-2.731,0.220855,22.865,17.815,454.501,10.950,34
