seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R,tinyml_estimate_mm,tinyml_R,tinyml_infer_us
0,7,526,3.734,0,0.000,0.000,0.000,526.000,1.000,0.000,1,526.000,0.000,0.000,0.000,0.000000,0.000,526.000,0.000,0.000,0.000,0.000000,0.000,24.000,526.000,24.000,0
1,25,526,3.703,0,492.376,0.000,0.000,33.624,1.000,0.000,1,526.000,0.000,0.000,0.000,0.510204,49.000,526.000,0.000,0.000,0.000,0.510204,49.000,24.000,526.000,3.196,35
2,45,513,3.805,0,492.376,0.000,0.000,20.624,1.000,0.000,1,521.377,-13.000,0.000,0.000,0.355616,37.245,521.377,-13.000,0.000,0.000,0.355616,37.245,24.000,519.396,3.714,35
3,65,518,3.703,0,488.432,0.000,0.000,29.568,1.000,0.000,1,520.417,-3.377,0.000,0.000,0.284325,33.535,520.417,-3.377,0.000,0.000,0.284325,33.535,24.000,518.786,3.714,35
4,85,519,3.727,0,488.432,0.000,0.000,30.568,1.000,0.000,1,520.069,-1.417,0.000,0.000,0.245848,31.824,520.069,-1.417,0.000,0.000,0.245848,31.824,24.000,518.885,3.037,35
5,107,522,3.852,0,488.432,0.000,0.000,33.568,1.000,0.000,1,520.285,2.170,0.000,0.000,0.209471,30.359,520.285,2.170,0.000,0.000,0.209471,30.359,24.000,520.241,3.196,35
6,127,522,3.750,0,492.376,0.000,0.000,29.624,1.000,0.000,1,520.629,1.715,0.000,0.000,0.200728,30.027,520.629,1.715,0.000,0.000,0.200728,30.027,24.000,520.988,3.196,35
7,145,519,3.695,0,492.376,0.000,0.000,26.624,1.000,0.000,1,520.311,-1.629,0.000,0.000,0.195103,29.817,520.311,-1.629,0.000,0.000,0.195103,29.817,24.000,520.144,3.196,35
8,165,528,3.781,0,488.260,0.000,0.000,39.740,1.000,0.000,1,521.783,7.689,0.000,0.000,0.191442,29.682,521.783,7.689,0.000,0.000,0.191442,29.682,24.000,523.479,3.196,35
9,185,520,3.844,0,488.260,0.000,0.000,31.740,1.000,0.000,1,521.446,-1.783,0.000,0.000,0.189041,29.595,521.446,-1.783,0.000,0.000,0.189041,29.595,24.000,522.128,3.714,35
10,205,525,3.664,0,488.260,0.000,0.000,36.740,1.000,0.000,1,522.112,3.554,0.000,0.000,0.187460,29.537,522.112,3.554,0.000,0.000,0.187460,29.537,24.000,523.372,3.196,35
11,225,517,3.617,0,492.376,0.000,0.000,24.624,1.000,0.000,1,521.159,-5.112,0.000,0.000,0.186414,29.499,521.159,-5.112,0.000,0.000,0.186414,29.499,24.000,521.027,4.093,35
