seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R,tinyml_estimate_mm,tinyml_R,tinyml_infer_us
0,7,529,3.734,0,0.000,0.000,0.000,529.000,1.000,0.000,3,529.000,0.000,0.000,0.000,0.000000,0.000,529.000,0.000,0.000,0.000,0.000000,0.000,24.000,529.000,24.000,0
1,25,526,3.500,0,488.089,0.000,0.000,37.911,1.000,0.000,3,527.469,-3.000,0.000,0.000,0.510204,49.000,527.469,-3.000,0.000,0.000,0.510204,49.000,24.000,526.340,3.196,35
2,45,529,3.602,0,488.089,0.000,0.000,40.911,1.000,0.000,3,528.014,1.531,0.000,0.000,0.355616,37.245,528.014,1.531,0.000,0.000,0.355616,37.245,24.000,527.892,2.735,35
3,65,527,3.523,0,488.260,0.000,0.000,38.740,1.000,0.000,3,527.725,-1.014,0.000,0.000,0.284325,33.535,527.725,-1.014,0.000,0.000,0.284325,33.535,24.000,527.492,3.196,35
4,85,525,3.539,0,488.260,0.000,0.000,36.740,1.000,0.000,3,527.055,-2.725,0.000,0.000,0.245848,31.824,527.055,-2.725,0.000,0.000,0.245848,31.824,24.000,526.415,3.196,35
5,107,520,3.594,0,488.260,0.000,0.000,31.740,1.000,0.000,3,526.097,-7.713,0.000,0.000,0.209471,30.359,526.097,-7.713,0.000,0.000,0.209471,30.359,24.000,525.014,3.714,35
8,165,528,3.578,0,488.432,0.000,0.000,39.568,1.000,0.000,3,528.055,-0.068,0.000,0.000,0.191442,29.682,528.055,-0.068,0.000,0.000,0.191442,29.682,24.000,528.500,3.196,35
9,185,531,3.586,0,488.432,0.000,0.000,42.568,1.000,0.000,3,528.612,2.945,0.000,0.000,0.189041,29.595,528.612,2.945,0.000,0.000,0.189041,29.595,24.000,529.571,3.196,35
10,205,532,3.609,0,488.432,0.000,0.000,43.568,1.000,0.000,3,529.247,3.388,0.000,0.000,0.187460,29.537,529.247,3.388,0.000,0.000,0.187460,29.537,24.000,530.517,3.714,35
11,225,527,3.547,0,488.432,0.000,0.000,38.568,1.000,0.000,3,528.828,-2.247,0.000,0.000,0.186414,29.499,528.828,-2.247,0.000,0.000,0.186414,29.499,24.000,529.120,3.714,35
12,245,517,3.586,0,488.432,0.000,0.000,28.568,1.000,0.000,3,526.631,-11.828,0.000,0.000,0.185721,29.474,526.631,-11.828,0.000,0.000,0.185721,29.474,24.000,523.678,3.037,35
13,265,526,3.625,0,488.089,0.000,0.000,37.911,1.000,0.000,3,526.514,-0.631,0.000,0.000,0.185262,29.457,526.514,-0.631,0.000,0.000,0.185262,29.457,24.000,524.608,3.534,35
14,285,534,3.625,0,488.089,0.000,0.000,45.911,1.000,0.000,3,527.899,7.486,0.000,0.000,0.184956,29.446,527.899,7.486,0.000,0.000,0.184956,29.446,24.000,528.311,3.714,35
15,307,532,3.523,0,488.089,0.000,0.000,43.911,1.000,0.000,3,526.864,6.299,0.000,0.000,0.184619,29.434,526.864,6.299,0.000,0.000,0.184619,29.434,24.000,526.947,3.534,35
16,327,529,3.594,0,488.260,0.000,0.000,40.740,1.000,0.000,3,527.258,2.136,0.000,0.000,0.184529,29.431,527.258,2.136,0.000,0.000,0.184529,29.431,24.000,527.765,3.714,35
17,347,539,3.672,0,488.260,0.000,0.000,50.740,1.000,0.000,3,529.424,11.742,0.000,0.000,0.184470,29.429,529.424,11.742,0.000,0.000,0.184470,29.429,24.000,532.263,3.714,35
18,365,531,3.594,0,488.260,0.000,0.000,42.740,1.000,0.000,3,529.715,1.576,36.497,0.437,0.184430,29.427,529.657,1.576,36.497,0.437,0.147929,36.688,31.261,531.840,4.948,35
19,385,536,3.617,0,488.260,0.000,0.000,47.740,1.000,0.000,3,530.874,6.285,37.401,0.901,0.184404,29.426,530.590,6.343,37.433,0.904,0.147044,38.250,32.626,532.199,28.142,35
20,405,526,3.609,0,488.260,0.000,0.000,37.740,1.000,0.000,3,529.975,-4.874,38.947,0.581,0.184386,29.426,529.911,-4.590,38.828,0.598,0.147945,39.186,33.389,531.657,35.773,35
21,425,533,3.531,0,488.260,0.000,0.000,44.740,1.000,0.000,3,530.533,3.025,39.077,0.783,0.184374,29.425,530.374,3.089,38.967,0.803,0.149947,39.612,33.672,531.806,33.030,35
22,445,524,3.523,0,488.260,0.000,0.000,35.740,1.000,0.000,3,529.328,-6.533,41.102,0.593,0.184367,29.425,529.440,-6.374,40.887,0.621,0.146566,41.272,35.223,530.905,35.773,35
23,465,530,3.516,0,488.260,0.000,0.000,41.740,1.000,0.000,3,529.452,0.672,40.812,0.479,0.184361,29.425,529.524,0.560,40.602,0.502,0.150841,40.854,34.692,530.795,37.226,35
24,485,529,3.523,0,488.260,0.000,0.000,40.740,1.000,0.000,3,529.369,-0.452,37.369,0.842,0.184358,29.425,529.438,-0.524,37.152,0.861,0.164486,37.893,31.660,530.556,35.773,35
26,527,520,3.594,0,488.260,0.000,0.000,31.740,1.000,0.000,3,526.916,-8.479,43.584,-0.311,0.184353,29.425,527.341,-8.570,43.388,-0.314,0.143448,43.487,37.248,527.836,33.030,35
27,547,540,3.500,0,488.260,0.000,0.000,51.740,1.000,0.000,3,529.328,13.084,51.768,0.196,0.184353,29.424,528.913,12.659,51.036,0.171,0.124217,51.066,44.722,529.728,33.030,35
28,567,532,3.672,0,492.376,0.000,0.000,39.624,1.000,0.000,3,529.821,2.672,51.564,0.160,0.184352,29.424,529.310,3.087,50.944,0.156,0.128615,50.968,44.413,530.050,37.226,35
29,585,527,3.516,0,492.376,0.000,0.000,34.624,1.000,0.000,3,529.301,-2.821,51.717,0.132,0.184352,29.424,529.006,-2.310,50.959,0.153,0.131656,50.983,44.270,529.610,37.226,35
30,605,527,3.508,0,492.376,0.000,0.000,34.624,1.000,0.000,3,528.877,-2.301,44.634,0.608,0.184352,29.424,528.696,-2.006,43.774,0.644,0.154531,44.188,37.360,529.229,37.226,35
31,625,523,3.523,0,492.376,0.000,0.000,30.624,1.000,0.000,3,527.793,-5.877,46.591,0.346,0.184351,29.424,527.854,-5.696,45.638,0.391,0.147917,45.791,39.018,528.279,35.773,35
32,645,531,3.492,0,492.376,0.000,0.000,38.624,1.000,0.000,3,528.384,3.207,44.406,0.132,0.184351,29.424,528.344,3.146,43.454,0.174,0.155721,43.484,36.713,528.695,35.773,35
33,665,521,3.656,0,492.205,0.000,0.000,28.795,1.000,0.000,3,527.023,-7.384,39.943,0.358,0.184351,29.424,527.082,-7.344,38.940,0.402,0.171783,39.101,32.384,527.435,33.030,35
34,685,526,3.531,0,492.205,0.000,0.000,33.795,1.000,0.000,3,526.834,-1.023,38.139,-0.008,0.184351,29.424,526.891,-1.082,37.175,0.033,0.176542,37.176,30.613,527.217,35.773,35
35,705,527,3.594,0,492.205,0.000,0.000,34.795,1.000,0.000,3,526.865,0.166,37.900,-0.107,0.184351,29.424,526.910,0.109,36.943,-0.069,0.173336,36.948,30.544,527.174,25.969,35
36,727,526,3.656,0,492.033,0.027,1.799,33.967,1.000,0.000,3,527.305,-1.600,31.459,-0.646,0.184351,29.424,527.383,-1.716,30.534,-0.616,0.194470,30.914,24.902,527.487,25.969,35
37,747,530,3.680,0,492.033,0.027,0.000,37.967,1.000,0.000,3,527.802,2.695,29.583,-0.826,0.184351,29.424,527.906,2.617,28.601,-0.802,0.199786,29.245,23.402,527.968,24.943,35
38,767,526,3.617,0,496.321,0.054,1.349,29.679,1.000,0.000,3,527.448,-1.775,28.784,-0.671,0.184351,29.424,527.503,-1.879,27.923,-0.667,0.200065,28.368,22.692,527.611,28.142,35
