seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R,tinyml_estimate_mm,tinyml_R,tinyml_infer_us
0,7,509,2.539,0,0.000,0.000,0.000,509.000,1.000,0.000,4,509.000,0.000,0.000,0.000,0.000000,0.000,509.000,0.000,0.000,0.000,0.000000,0.000,24.000,509.000,24.000,0
1,30,516,2.578,0,490.147,0.000,0.000,25.853,1.000,0.000,4,512.571,7.000,0.000,0.000,0.510204,49.000,512.571,7.000,0.000,0.000,0.510204,49.000,24.000,515.095,3.714,34
2,55,526,2.672,0,490.147,0.000,0.000,35.853,1.000,0.000,4,517.517,11.854,0.000,0.000,0.284325,33.535,517.517,11.854,0.000,0.000,0.284325,33.535,24.000,520.633,3.534,34
3,80,517,2.586,0,490.318,0.000,0.000,26.682,1.000,0.000,4,517.390,-0.517,0.000,0.000,0.245848,31.824,517.390,-0.517,0.000,0.000,0.245848,31.824,24.000,519.376,4.948,34
4,107,512,2.680,0,490.318,0.000,0.000,21.682,1.000,0.000,4,514.603,-3.293,0.000,0.000,0.209471,30.359,514.603,-3.293,0.000,0.000,0.209471,30.359,24.000,513.583,4.093,34
5,130,510,2.516,0,490.318,0.000,0.000,19.682,1.000,0.000,4,513.679,-4.603,0.000,0.000,0.200728,30.027,513.679,-4.603,0.000,0.000,0.200728,30.027,24.000,512.198,4.093,34
6,155,514,2.500,0,490.318,0.000,0.000,23.682,1.000,0.000,4,513.742,0.321,0.000,0.000,0.195103,29.817,513.742,0.321,0.000,0.000,0.195103,29.817,24.000,512.959,3.534,34
7,182,517,2.523,0,490.318,0.000,0.000,26.682,1.000,0.000,4,514.864,2.635,0.000,0.000,0.189041,29.595,514.864,2.635,0.000,0.000,0.189041,29.595,24.000,515.621,3.714,34
8,205,513,2.453,0,490.318,0.000,0.000,22.682,1.000,0.000,4,514.514,-1.864,0.000,0.000,0.187460,29.537,514.514,-1.864,0.000,0.000,0.187460,29.537,24.000,514.638,4.093,34
9,230,523,2.562,0,490.318,0.000,0.000,32.682,1.000,0.000,4,516.096,8.486,0.000,0.000,0.186414,29.499,516.096,8.486,0.000,0.000,0.186414,29.499,24.000,518.337,3.196,34
