seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R,tinyml_estimate_mm,tinyml_R,tinyml_infer_us
0,7,519,3.562,0,0.000,0.000,0.000,519.000,1.000,0.000,2,519.000,0.000,0.000,0.000,0.000000,0.000,519.000,0.000,0.000,0.000,0.000000,0.000,24.000,519.000,24.000,0
1,25,518,3.656,0,500.608,0.000,0.000,17.392,1.000,0.000,2,518.490,-1.000,0.000,0.000,0.510204,49.000,518.490,-1.000,0.000,0.000,0.510204,49.000,24.000,518.129,3.714,35
2,45,525,3.664,0,500.608,0.000,0.000,24.392,1.000,0.000,2,520.805,6.510,0.000,0.000,0.355616,37.245,520.805,6.510,0.000,0.000,0.355616,37.245,24.000,521.789,3.714,35
3,65,520,3.562,0,486.546,0.000,0.000,33.454,1.000,0.000,2,520.576,-0.805,0.000,0.000,0.284325,33.535,520.576,-0.805,0.000,0.000,0.284325,33.535,24.000,521.015,3.900,35
4,87,522,3.812,0,486.546,0.000,0.000,35.454,1.000,0.000,2,520.402,2.057,0.000,0.000,0.223310,30.900,520.402,2.057,0.000,0.000,0.223310,30.900,24.000,520.665,3.196,35
5,107,528,3.859,0,486.546,0.000,0.000,41.454,1.000,0.000,2,521.994,7.598,0.000,0.000,0.209471,30.359,521.994,7.598,0.000,0.000,0.209471,30.359,24.000,523.803,3.196,35
6,127,521,3.633,0,496.492,0.000,0.000,24.508,1.000,0.000,2,521.794,-0.994,0.000,0.000,0.200728,30.027,521.794,-0.994,0.000,0.000,0.200728,30.027,24.000,522.575,3.037,35
7,145,516,3.766,0,496.492,0.000,0.000,19.508,1.000,0.000,2,520.664,-5.794,0.000,0.000,0.195103,29.817,520.664,-5.794,0.000,0.000,0.195103,29.817,24.000,520.040,3.714,35
8,165,514,3.672,0,490.490,0.000,0.000,23.510,1.000,0.000,2,519.388,-6.664,0.000,0.000,0.191442,29.682,519.388,-6.664,0.000,0.000,0.191442,29.682,24.000,517.789,4.093,35
9,185,525,3.672,0,490.490,0.000,0.000,34.510,1.000,0.000,2,520.449,5.612,0.000,0.000,0.189041,29.595,520.449,5.612,0.000,0.000,0.189041,29.595,24.000,520.794,3.534,35
10,205,520,3.570,0,490.490,0.000,0.000,29.510,1.000,0.000,2,520.365,-0.449,0.000,0.000,0.187460,29.537,520.365,-0.449,0.000,0.000,0.187460,29.537,24.000,520.477,3.714,35
11,225,521,3.695,0,500.608,0.000,0.000,20.392,1.000,0.000,2,520.483,0.635,0.000,0.000,0.186414,29.499,520.483,0.635,0.000,0.000,0.186414,29.499,24.000,520.687,3.714,35
12,245,520,3.562,0,500.608,0.000,0.000,19.392,1.000,0.000,2,520.393,-0.483,0.000,0.000,0.185721,29.474,520.393,-0.483,0.000,0.000,0.185721,29.474,24.000,520.411,3.714,35
13,265,524,3.539,0,500.437,0.000,0.000,23.563,1.000,0.000,2,521.062,3.607,0.000,0.000,0.185262,29.457,521.062,3.607,0.000,0.000,0.185262,29.457,24.000,521.852,3.714,35
14,285,521,3.641,0,500.437,0.000,0.000,20.563,1.000,0.000,2,521.050,-0.062,0.000,0.000,0.184956,29.446,521.050,-0.062,0.000,0.000,0.184956,29.446,24.000,521.529,4.093,35
15,307,522,3.594,0,500.437,0.000,0.000,21.563,1.000,0.000,2,522.875,-1.073,0.000,0.000,0.184619,29.434,522.875,-1.073,0.000,0.000,0.184619,29.434,24.000,524.716,4.504,35
16,327,522,3.633,0,486.546,0.000,0.000,35.454,1.000,0.000,2,522.714,-0.875,0.000,0.000,0.184529,29.431,522.714,-0.875,0.000,0.000,0.184529,29.431,24.000,523.505,3.196,35
17,347,516,3.688,0,486.546,0.000,0.000,29.454,1.000,0.000,2,521.475,-6.714,0.000,0.000,0.184470,29.429,521.475,-6.714,0.000,0.000,0.184470,29.429,24.000,520.267,3.196,35
18,365,519,3.727,0,500.608,0.000,0.000,18.392,1.000,0.000,2,521.019,-2.475,20.375,0.350,0.184430,29.427,520.820,-2.475,20.375,0.350,0.264777,20.497,15.070,519.757,3.534,35
19,385,518,3.797,0,500.608,0.000,0.000,17.392,1.000,0.000,2,520.462,-3.019,20.841,0.249,0.184404,29.426,520.145,-2.820,20.778,0.259,0.239398,20.845,15.855,519.549,18.026,35
