seq,timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,sensor_disagree,tof_meas_rate,gt_distance_mm,scenario_id,fixed_estimate_mm,fixed_residual,fixed_residual_var,fixed_residual_mean,fixed_kalman_gain,fixed_innovation_cov,cm_estimate_mm,cm_residual,cm_residual_var,cm_residual_mean,cm_kalman_gain,cm_innovation_cov,cm_R,tinyml_estimate_mm,tinyml_R,tinyml_infer_us
0,7,514,3.812,0,0.000,0.000,0.000,514.000,1.000,0.000,1,514.000,0.000,0.000,0.000,0.000000,0.000,514.000,0.000,0.000,0.000,0.000000,0.000,24.000,514.000,24.000,0
1,25,518,3.695,0,492.548,0.000,0.000,25.452,1.000,0.000,1,516.041,4.000,0.000,0.000,0.510204,49.000,516.041,4.000,0.000,0.000,0.510204,49.000,24.000,517.483,3.714,35
2,45,512,3.656,0,492.548,0.000,0.000,19.452,1.000,0.000,1,514.604,-4.041,0.000,0.000,0.355616,37.245,514.604,-4.041,0.000,0.000,0.355616,37.245,24.000,514.562,3.714,35
3,65,512,3.711,0,492.548,0.000,0.000,19.452,1.000,0.000,1,513.863,-2.604,0.000,0.000,0.284325,33.535,513.863,-2.604,0.000,0.000,0.284325,33.535,24.000,513.483,4.093,35
4,85,513,3.773,0,492.548,0.000,0.000,20.452,1.000,0.000,1,513.651,-0.863,0.000,0.000,0.245848,31.824,513.651,-0.863,0.000,0.000,0.245848,31.824,24.000,513.290,4.093,35
5,105,523,3.805,0,492.548,0.000,0.000,30.452,1.000,0.000,1,515.739,9.349,0.000,0.000,0.223310,30.900,515.739,9.349,0.000,0.000,0.223310,30.900,24.000,517.678,3.196,35
6,125,519,3.766,0,492.376,0.000,0.000,26.624,1.000,0.000,1,516.422,3.261,0.000,0.000,0.209471,30.359,516.422,3.261,0.000,0.000,0.209471,30.359,24.000,518.203,3.714,35
7,145,523,3.844,0,492.376,0.000,0.000,30.624,1.000,0.000,1,517.742,6.578,0.000,0.000,0.200728,30.027,517.742,6.578,0.000,0.000,0.200728,30.027,24.000,520.121,3.714,35
8,167,517,3.750,0,492.719,0.000,0.000,24.281,1.000,0.000,1,517.799,-0.988,0.000,0.000,0.191442,29.682,517.799,-0.988,0.000,0.000,0.191442,29.682,24.000,518.600,3.714,35
9,187,518,3.703,0,492.719,0.000,0.000,25.281,1.000,0.000,1,517.837,0.201,0.000,0.000,0.189041,29.595,517.837,0.201,0.000,0.000,0.189041,29.595,24.000,518.359,3.714,35
12,245,523,3.781,0,492.548,0.000,0.000,30.452,1.000,0.000,1,517.668,6.548,0.000,0.000,0.185721,29.474,517.668,6.548,0.000,0.000,0.185721,29.474,24.000,518.900,3.196,35
